Time,jvm_total_Copy,jvm_total_MarkSweepCompact
2023-06-17 17:12:00,0.08888888888888888,0.0
2023-06-17 17:17:00,1.4888888888888887,0.02222222222222222
2023-06-17 17:22:00,5.022222222222221,0.0
2023-06-17 17:27:00,5.755555555555555,0.0
2023-06-17 17:32:00,4.088888888888889,0.0
2023-06-17 17:37:00,1.2888888888888888,0.0
2023-06-17 17:42:00,0.0666459356004235,0.0
2023-06-17 17:47:00,0.8000355571358727,0.0
2023-06-17 17:52:00,5.7333333333333325,0.0
2023-06-17 17:57:00,7.888914086814927,0.02222222222222222
2023-06-17 18:02:00,4.133414823869318,0.0
2023-06-17 18:07:00,1.511111111111111,0.0
2023-06-17 18:12:00,0.06666666666666665,0.0
2023-06-17 18:17:00,0.7333333333333333,0.02222222222222222
2023-06-17 18:22:00,4.955555555555556,0.0
2023-06-17 18:27:00,6.888780747950136,0.0
2023-06-17 18:32:00,4.422602587471657,0.02222222222222222
2023-06-17 18:37:00,0.9999999999999998,0.0
2023-06-17 18:42:00,0.04444444444444444,0.0
2023-06-17 18:47:00,0.6444444444444444,0.0
2023-06-17 18:52:00,5.222051870779789,0.0
2023-06-17 18:57:00,6.666666666666666,0.02222222222222222
2023-06-17 19:02:00,4.533459764324729,0.0
2023-06-17 19:07:00,1.4666666666666666,0.0
2023-06-17 19:12:00,0.06666666666666665,0.02222222222222222
2023-06-17 19:17:00,0.5777777777777777,0.0
2023-06-17 19:22:00,4.844444444444443,0.0
2023-06-17 19:27:00,6.622234078814866,0.0
2023-06-17 19:32:00,4.266666666666666,0.0
2023-06-17 19:37:00,1.2221995071823968,0.02222123461179503
2023-06-17 19:42:00,0.04444444444444444,0.0
2023-06-17 19:47:00,0.5555555555555555,0.0
2023-06-17 19:52:00,5.066666666666666,0.02222222222222222
2023-06-17 19:57:00,6.644444444444444,0.0
2023-06-17 20:02:00,4.067542057825363,0.0
2023-06-17 20:07:00,1.111111111111111,0.0
2023-06-17 20:12:00,0.04444444444444444,0.0
2023-06-17 20:17:00,0.5111111111111111,0.0
2023-06-17 20:22:00,4.755497286540351,0.02222222222222222
2023-06-17 20:27:00,7.266756547204566,0.0
2023-06-17 20:32:00,4.066666666666666,0.0
2023-06-17 20:37:00,1.422222222222222,0.0
2023-06-17 20:42:00,0.06908555555555555,0.0
2023-06-17 20:47:00,0.4888888888888888,0.0
2023-06-17 20:52:00,3.73333530872977,0.02222222222222222
2023-06-17 20:57:00,6.710388765618433,0.022219259654268318
2023-06-17 21:02:00,4.133333333333333,0.0
2023-06-17 21:07:00,1.133333333333333,0.0
2023-06-17 21:12:00,0.04713944444444444,0.0
2023-06-17 21:17:00,0.5111111111111111,0.0
2023-06-17 21:22:00,4.555555555555555,0.0
2023-06-17 21:27:00,6.3999999999999995,0.0
2023-06-17 21:32:00,4.199999999999999,0.0
2023-06-17 21:37:00,1.4222938351174823,0.0
2023-06-17 21:42:00,0.06666666666666665,0.0
2023-06-17 21:47:00,0.4888888888888888,0.0
2023-06-17 21:52:00,5.111111111111111,0.0
2023-06-17 21:57:00,7.244444444444444,0.0
2023-06-17 22:02:00,4.066550133815266,0.0
2023-06-17 22:07:00,1.2888888888888888,0.0
2023-06-17 22:12:00,0.04444444444444444,0.0
