Time,conn-pool_jdbc_TradeDataSource,conn-pool_jms_TradeStreamerTCF
2023-06-08 17:21:00,8.25,4.5
2023-06-08 17:22:00,24.5,18.75
2023-06-08 17:23:00,46.5,39.0
2023-06-08 17:24:00,60.5,51.25
2023-06-08 17:25:00,40.958333333333336,33.58333333333333
2023-06-08 17:26:00,55.125,45.375
2023-06-08 17:27:00,44.5,37.083333333333336
2023-06-08 17:28:00,55.33333333333333,48.58333333333333
2023-06-08 17:29:00,73.75,64.83333333333334
2023-06-08 17:30:00,74.0,65.33333333333333
2023-06-08 17:31:00,81.91666666666667,74.5
2023-06-08 17:32:00,96.91666666666666,88.83333333333333
2023-06-08 17:33:00,94.16666666666667,87.91666666666667
2023-06-08 17:34:00,70.47916666666666,65.8125
2023-06-08 17:35:00,81.1875,76.0
2023-06-08 17:36:00,83.8125,77.625
2023-06-08 17:37:00,78.0625,73.375
2023-06-08 17:38:00,87.5,82.125
2023-06-08 17:39:00,85.5,82.375
2023-06-08 17:40:00,77.1875,76.1875
2023-06-08 17:41:00,87.5,85.125
2023-06-08 17:42:00,90.25,87.4375
2023-06-08 17:43:00,79.8125,80.4375
2023-06-08 17:44:00,90.625,88.0625
2023-06-08 17:45:00,94.3125,90.625
2023-06-08 17:46:00,84.8125,82.0625
2023-06-08 17:47:00,94.75,86.9375
2023-06-08 17:48:00,105.16666666666667,93.75
2023-06-08 17:49:00,104.41666666666666,83.33333333333333
2023-06-08 17:50:00,123.83333333333334,90.16666666666667
2023-06-08 17:51:00,126.58333333333333,84.08333333333334
2023-06-08 17:52:00,118.75,72.875
2023-06-08 17:53:00,131.0,82.25
2023-06-08 17:54:00,108.0,66.5
2023-06-08 17:55:00,97.0,64.0
2023-06-08 17:56:00,112.25,77.625
2023-06-08 17:57:00,88.0,68.5
2023-06-08 17:58:00,87.25,76.0
2023-06-08 17:59:00,101.75,89.0
2023-06-08 18:00:00,67.0,60.97222222222223
2023-06-08 18:01:00,71.33333333333333,64.66666666666666
2023-06-08 18:02:00,67.8125,81.33333333333334
2023-06-08 18:03:00,68.75,61.4375
2023-06-08 18:04:00,79.875,71.625
2023-06-08 18:05:00,96.6875,87.25
2023-06-08 18:06:00,88.6875,82.875
2023-06-08 18:07:00,99.0,90.4375
2023-06-08 18:08:00,114.125,107.25
2023-06-08 18:09:00,95.625,92.5
2023-06-08 18:10:00,102.8125,96.0625
2023-06-08 18:11:00,113.75,108.9375
2023-06-08 18:12:00,90.5625,86.625
2023-06-08 18:13:00,88.625,83.3125
2023-06-08 18:14:00,100.625,97.375
2023-06-08 18:15:00,77.3125,75.5625
2023-06-08 18:16:00,78.25,74.625
2023-06-08 18:17:00,98.16666666666666,89.41666666666667
2023-06-08 18:18:00,90.83333333333334,78.0
2023-06-08 18:19:00,100.25,76.83333333333333
2023-06-08 18:20:00,120.25,87.25
2023-06-08 18:21:00,105.25,67.875
2023-06-08 18:22:00,104.25,62.25
2023-06-08 18:23:00,119.75,73.875
2023-06-08 18:24:00,98.0,64.0
2023-06-08 18:25:00,90.375,63.625
2023-06-08 18:26:00,110.5,81.25
2023-06-08 18:27:00,100.5,82.0
2023-06-08 18:28:00,93.25,83.125
2023-06-08 18:29:00,111.625,97.375
2023-06-08 18:30:00,69.08333333333334,60.75
2023-06-08 18:31:00,72.0,63.666666666666664
2023-06-08 18:32:00,86.75,77.5
2023-06-08 18:33:00,64.9375,59.0
2023-06-08 18:34:00,70.0625,64.6875
2023-06-08 18:35:00,85.0625,79.1875
2023-06-08 18:36:00,78.75,75.9375
2023-06-08 18:37:00,82.4375,77.5
2023-06-08 18:38:00,96.625,90.75
2023-06-08 18:39:00,83.4375,81.625
2023-06-08 18:40:00,85.5,83.1875
2023-06-08 18:41:00,99.9375,97.125
