Time,memory
2023-03-22 19:28:00,101289984.0
2023-03-22 19:29:00,101081088.0
2023-03-22 19:30:00,101343232.0
2023-03-22 19:31:00,101117952.0
2023-03-22 19:32:00,101187584.0
2023-03-22 19:33:00,101122048.0
2023-03-22 19:34:00,101216256.0
2023-03-22 19:35:00,101068800.0
2023-03-22 19:36:00,101191680.0
2023-03-22 19:37:00,101134336.0
2023-03-22 19:38:00,106901504.0
2023-03-22 19:39:00,194588672.0
2023-03-22 19:40:00,195616768.0
2023-03-22 19:41:00,196272128.0
2023-03-22 19:42:00,196550656.0
2023-03-22 19:43:00,195674112.0
2023-03-22 19:44:00,196268032.0
2023-03-22 19:45:00,196530176.0
2023-03-22 19:46:00,197373952.0
2023-03-22 19:47:00,197562368.0
2023-03-22 19:48:00,197697536.0
2023-03-22 19:49:00,197771264.0
2023-03-22 19:50:00,197890048.0
2023-03-22 19:51:00,198438912.0
2023-03-22 19:52:00,199225344.0
2023-03-22 19:53:00,199774208.0
2023-03-22 19:54:00,198254592.0
2023-03-22 19:55:00,198438912.0
2023-03-22 19:56:00,197341184.0
2023-03-22 19:57:00,101748736.0
2023-03-22 19:58:00,101654528.0
2023-03-22 19:59:00,101687296.0
2023-03-22 20:00:00,101687296.0
2023-03-22 20:01:00,101797888.0
