Time,rt_jmeter
2023-03-22 17:01:00,28.115628356605804
2023-03-22 17:02:00,26.58120854063018
2023-03-22 17:03:00,37.559251650731625
2023-03-22 17:04:00,51.54061646544782
2023-03-22 17:05:00,49.42423155228916
2023-03-22 17:06:00,39.74589015034517
2023-03-22 17:07:00,40.18121875090271
2023-03-22 17:08:00,31.643396148660056
2023-03-22 17:09:00,31.13501958085918
2023-03-22 17:10:00,38.18382127058593
2023-03-22 17:11:00,37.65769553996679
2023-03-22 17:12:00,37.980870298175496
2023-03-22 17:13:00,38.95295923806484
2023-03-22 17:14:00,39.632312342581734
2023-03-22 17:15:00,42.134088799269534
2023-03-22 17:16:00,46.813381511310766
2023-03-22 17:17:00,40.46882647999637
2023-03-22 17:18:00,38.68261517747914
2023-03-22 17:19:00,36.73660570230305
2023-03-22 17:20:00,38.05386415753647
2023-03-22 17:21:00,34.77983336454457
2023-03-22 17:22:00,33.14133101731213
2023-03-22 17:23:00,38.49469104797768
2023-03-22 17:24:00,43.336913667770276
2023-03-22 17:25:00,41.122277705884386
2023-03-22 17:26:00,39.91729154570057
2023-03-22 17:27:00,35.6340661558417
2023-03-22 17:28:00,32.624450034032414
2023-03-22 17:29:00,33.19662107605655
2023-03-22 17:30:00,30.75457109263744
2023-03-22 17:31:00,25.146229356252107
2023-03-22 17:32:00,26.97605392156863
2023-03-22 17:33:00,33.34775235168494
2023-03-22 17:34:00,44.46529443854821
2023-03-22 17:35:00,48.23380423038752
2023-03-22 17:36:00,47.555640860341875
2023-03-22 17:37:00,48.61645289755448
2023-03-22 17:38:00,36.92107218784272
2023-03-22 17:39:00,31.178468293700373
2023-03-22 17:40:00,33.05241569387384
2023-03-22 17:41:00,35.503818155363085
2023-03-22 17:42:00,38.79871711115215
2023-03-22 17:43:00,34.49041272196262
2023-03-22 17:44:00,38.281563589441745
2023-03-22 17:45:00,38.861599204393485
2023-03-22 17:46:00,37.568940812876804
2023-03-22 17:47:00,36.192877148252535
2023-03-22 17:48:00,36.000317687320056
2023-03-22 17:49:00,35.03652515048485
2023-03-22 17:50:00,33.96170458970763
2023-03-22 17:51:00,31.96155480558626
2023-03-22 17:52:00,32.244980469470924
2023-03-22 17:53:00,35.27460803433816
2023-03-22 17:54:00,42.9229769620347
2023-03-22 17:55:00,37.19894913397247
2023-03-22 17:56:00,35.63257065173332
2023-03-22 17:57:00,29.523277268856177
2023-03-22 17:58:00,28.140081931392906
2023-03-22 17:59:00,29.899053030303026
2023-03-22 18:00:00,26.670706744236156
2023-03-22 18:01:00,26.67820512820513
2023-03-22 18:02:00,31.464598010660453
2023-03-22 18:03:00,33.23730399999697
2023-03-22 18:04:00,43.796696647658855
2023-03-22 18:05:00,45.38415164155375
2023-03-22 18:06:00,40.21574119268417
2023-03-22 18:07:00,50.00357000304557
2023-03-22 18:08:00,32.262011130169284
2023-03-22 18:09:00,29.756506919733077
2023-03-22 18:10:00,34.05499790037226
2023-03-22 18:11:00,33.47835842720481
2023-03-22 18:12:00,39.342722325070916
2023-03-22 18:13:00,41.84530929980318
2023-03-22 18:14:00,36.4084425290475
2023-03-22 18:15:00,37.25427358707108
2023-03-22 18:16:00,36.479998704986166
2023-03-22 18:17:00,36.50463416950907
2023-03-22 18:18:00,35.701541940891964
2023-03-22 18:19:00,35.06999226994308
2023-03-22 18:20:00,33.90044445581619
2023-03-22 18:21:00,33.639187514437445
2023-03-22 18:22:00,32.08460709311293
2023-03-22 18:23:00,37.78459191913607
2023-03-22 18:24:00,39.382315862234265
2023-03-22 18:25:00,41.3510512697999
2023-03-22 18:26:00,37.60119986283221
2023-03-22 18:27:00,31.837455058394664
2023-03-22 18:28:00,28.64156565656566
2023-03-22 18:29:00,26.272255685490983
2023-03-22 18:30:00,28.288070997629816
2023-03-22 18:31:00,22.533333333333335
2023-03-22 18:32:00,21.354545454545455
2023-03-22 18:33:00,15.5
2023-03-22 18:34:00,39.61054809815849
2023-03-22 18:35:00,41.8954269978681
2023-03-22 18:36:00,47.59086322983328
2023-03-22 18:37:00,53.0395386225594
2023-03-22 18:38:00,34.87891303343178
2023-03-22 18:39:00,77.90755099974288
2023-03-22 18:40:00,32.7194917058806
2023-03-22 18:41:00,36.291652549989614
2023-03-22 18:42:00,38.373381741039694
2023-03-22 18:43:00,39.605661401737365
2023-03-22 18:44:00,45.48742054666329
2023-03-22 18:45:00,36.26820451004028
2023-03-22 18:46:00,36.54112700223694
2023-03-22 18:47:00,36.297205573392084
2023-03-22 18:48:00,35.190185388000074
2023-03-22 18:49:00,34.1689053298882
2023-03-22 18:50:00,34.92027425133292
2023-03-22 18:51:00,33.040191062992534
2023-03-22 18:52:00,32.11092707378463
2023-03-22 18:53:00,39.529869690674836
2023-03-22 18:54:00,41.377036295326725
2023-03-22 18:55:00,43.175042263901304
2023-03-22 18:56:00,39.52786799545104
2023-03-22 18:57:00,37.01635902709516
2023-03-22 18:58:00,30.59378045322698
2023-03-22 18:59:00,26.79192013343799
2023-03-22 19:00:00,26.866203703703704
2023-03-22 19:01:00,24.611888227513226
2023-03-22 19:02:00,25.85925925925926
2023-03-22 19:03:00,31.18632059974827
2023-03-22 19:04:00,47.24177641905498
2023-03-22 19:05:00,47.221280312433805
2023-03-22 19:06:00,47.0070384782639
2023-03-22 19:07:00,47.78172170004885
2023-03-22 19:08:00,37.991913554107526
2023-03-22 19:09:00,32.0198011928538
2023-03-22 19:10:00,34.00141311815106
2023-03-22 19:11:00,36.479345465820714
2023-03-22 19:12:00,35.876123217875396
2023-03-22 19:13:00,36.37830603866136
