Time,conn-pool_jdbc_TradeDataSource,conn-pool_jms_TradeStreamerTCF
2023-06-09 09:17:00,11.5,7.0
2023-06-09 09:18:00,27.5,18.75
2023-06-09 09:19:00,41.5,32.5
2023-06-09 09:20:00,55.25,45.5
2023-06-09 09:21:00,75.25,63.25
2023-06-09 09:22:00,86.25,73.0
2023-06-09 09:23:00,45.125,44.29166666666667
2023-06-09 09:24:00,61.25,54.5
2023-06-09 09:25:00,74.75,67.75
2023-06-09 09:26:00,46.25,44.0
2023-06-09 09:27:00,61.91666666666667,56.166666666666664
2023-06-09 09:28:00,77.41666666666667,71.08333333333334
2023-06-09 09:29:00,72.0,69.08333333333333
2023-06-09 09:30:00,84.66666666666667,78.91666666666667
2023-06-09 09:31:00,77.875,71.6875
2023-06-09 09:32:00,66.875,67.0625
2023-06-09 09:33:00,72.375,69.875
2023-06-09 09:34:00,84.8125,82.5
2023-06-09 09:35:00,75.3125,75.6875
2023-06-09 09:36:00,77.9375,76.0
2023-06-09 09:37:00,88.5625,86.625
2023-06-09 09:38:00,75.6875,77.25
2023-06-09 09:39:00,81.1875,79.3125
2023-06-09 09:40:00,90.5625,88.125
2023-06-09 09:41:00,81.8125,79.75
2023-06-09 09:42:00,91.0,82.625
2023-06-09 09:43:00,105.5,90.125
2023-06-09 09:44:00,94.5,77.5625
2023-06-09 09:45:00,106.41666666666667,78.16666666666667
2023-06-09 09:46:00,117.5,80.16666666666667
2023-06-09 09:47:00,100.58333333333333,61.583333333333336
2023-06-09 09:48:00,114.25,63.416666666666664
2023-06-09 09:49:00,124.875,71.25
2023-06-09 09:50:00,93.875,60.375
2023-06-09 09:51:00,106.375,68.625
2023-06-09 09:52:00,114.875,75.25
2023-06-09 09:53:00,81.0,74.0
2023-06-09 09:54:00,53.75,45.70833333333333
2023-06-09 09:55:00,75.625,63.375
2023-06-09 09:56:00,61.5,60.125
2023-06-09 09:57:00,54.83333333333333,47.916666666666664
2023-06-09 09:58:00,67.16666666666667,60.83333333333333
2023-06-09 09:59:00,70.41666666666667,65.75
2023-06-09 10:00:00,55.4375,52.125
2023-06-09 10:01:00,68.25,62.3125
2023-06-09 10:02:00,68.4375,66.125
2023-06-09 10:03:00,68.0625,66.1875
2023-06-09 10:04:00,76.5,72.6875
2023-06-09 10:05:00,82.5625,80.25
2023-06-09 10:06:00,78.4375,79.0625
2023-06-09 10:07:00,84.1875,80.5625
2023-06-09 10:08:00,90.4375,88.875
2023-06-09 10:09:00,85.25,86.5625
2023-06-09 10:10:00,85.1875,81.3125
2023-06-09 10:11:00,89.875,87.5625
2023-06-09 10:12:00,88.125,86.1875
2023-06-09 10:13:00,96.625,82.0
2023-06-09 10:14:00,104.3125,85.4375
2023-06-09 10:15:00,108.41666666666666,85.0
2023-06-09 10:16:00,120.08333333333334,81.83333333333334
2023-06-09 10:17:00,126.33333333333334,83.58333333333333
2023-06-09 10:18:00,120.08333333333334,73.83333333333333
2023-06-09 10:19:00,115.25,67.125
2023-06-09 10:20:00,95.75,63.875
2023-06-09 10:21:00,104.0,69.25
2023-06-09 10:22:00,95.875,70.125
2023-06-09 10:23:00,81.0,74.0
2023-06-09 10:24:00,94.75,78.5
2023-06-09 10:25:00,58.791666666666664,48.5
2023-06-09 10:26:00,54.375,50.25
2023-06-09 10:27:00,75.75,64.5
2023-06-09 10:28:00,70.83333333333333,60.25
2023-06-09 10:29:00,64.41666666666667,62.08333333333333
2023-06-09 10:30:00,59.9375,72.33333333333333
2023-06-09 10:31:00,66.5625,62.93750000000001
2023-06-09 10:32:00,71.375,68.9375
2023-06-09 10:33:00,85.375,80.875
2023-06-09 10:34:00,84.8125,81.25
2023-06-09 10:35:00,76.3125,76.8125
2023-06-09 10:36:00,86.5625,86.3125
2023-06-09 10:37:00,84.5625,83.75
2023-06-09 10:38:00,81.0,83.9375
2023-06-09 10:39:00,90.9375,92.5
2023-06-09 10:40:00,84.4375,83.375
2023-06-09 10:41:00,83.0625,82.9375
2023-06-09 10:42:00,97.9375,95.875
2023-06-09 10:43:00,95.625,85.6875
2023-06-09 10:44:00,94.0,81.125
2023-06-09 10:45:00,113.41666666666666,95.41666666666667
2023-06-09 10:46:00,115.83333333333333,87.25
2023-06-09 10:47:00,107.58333333333333,77.58333333333333
2023-06-09 10:48:00,120.83333333333334,80.83333333333333
2023-06-09 10:49:00,116.25,77.5
2023-06-09 10:50:00,94.0,63.375
2023-06-09 10:51:00,112.5,74.875
2023-06-09 10:52:00,115.66666666666667,81.29166666666667
2023-06-09 10:53:00,99.0,88.0
2023-06-09 10:54:00,64.125,47.5
2023-06-09 10:55:00,75.0,62.0
2023-06-09 10:56:00,65.5,60.5
2023-06-09 10:57:00,57.166666666666664,48.916666666666664
2023-06-09 10:58:00,72.75,62.75
2023-06-09 10:59:00,69.66666666666667,67.16666666666667
2023-06-09 11:00:00,64.375,59.083333333333336
2023-06-09 11:01:00,70.1875,65.3125
2023-06-09 11:02:00,70.875,69.0
2023-06-09 11:03:00,79.1875,74.25
2023-06-09 11:04:00,79.1875,75.1875
2023-06-09 11:05:00,85.125,83.0
2023-06-09 11:06:00,85.4375,83.5
2023-06-09 11:07:00,85.5625,81.625
2023-06-09 11:08:00,88.9375,87.375
2023-06-09 11:09:00,85.875,84.1875
2023-06-09 11:10:00,82.3125,77.125
2023-06-09 11:11:00,87.4375,84.0625
2023-06-09 11:12:00,89.0625,84.625
2023-06-09 11:13:00,93.3125,82.5
2023-06-09 11:14:00,102.8125,88.25
2023-06-09 11:15:00,106.4375,85.0625
2023-06-09 11:16:00,119.33333333333334,82.75
2023-06-09 11:17:00,126.16666666666666,83.0
2023-06-09 11:18:00,112.33333333333333,74.0
2023-06-09 11:19:00,113.875,66.875
2023-06-09 11:20:00,98.625,64.0
2023-06-09 11:21:00,104.5,67.875
2023-06-09 11:22:00,99.375,71.875
2023-06-09 11:23:00,53.91666666666667,44.25
2023-06-09 11:24:00,58.375,48.0
2023-06-09 11:25:00,73.875,62.375
2023-06-09 11:26:00,73.375,67.25
2023-06-09 11:27:00,90.375,79.75
2023-06-09 11:28:00,107.0,96.25
2023-06-09 11:29:00,66.55555555555556,63.5
2023-06-09 11:30:00,71.75,66.16666666666666
2023-06-09 11:31:00,84.66666666666667,78.5
2023-06-09 11:32:00,81.16666666666667,77.33333333333333
2023-06-09 11:33:00,62.60416666666667,59.4375
