Time,thread_pool
2023-06-09 09:17:00,3.75
2023-06-09 09:18:00,5.25
2023-06-09 09:19:00,6.0
2023-06-09 09:20:00,5.25
2023-06-09 09:21:00,7.75
2023-06-09 09:22:00,7.125
2023-06-09 09:23:00,8.5
2023-06-09 09:24:00,10.375
2023-06-09 09:25:00,10.75
2023-06-09 09:26:00,10.75
2023-06-09 09:27:00,12.75
2023-06-09 09:28:00,12.75
2023-06-09 09:29:00,13.0
2023-06-09 09:30:00,14.0
2023-06-09 09:31:00,9.75
2023-06-09 09:32:00,9.9375
2023-06-09 09:33:00,11.125
2023-06-09 09:34:00,11.25
2023-06-09 09:35:00,9.9375
2023-06-09 09:36:00,9.0
2023-06-09 09:37:00,7.5
2023-06-09 09:38:00,7.375
2023-06-09 09:39:00,6.4375
2023-06-09 09:40:00,5.1875
2023-06-09 09:41:00,4.875
2023-06-09 09:42:00,4.1875
2023-06-09 09:43:00,3.625
2023-06-09 09:44:00,3.4375
2023-06-09 09:45:00,3.5
2023-06-09 09:46:00,3.4166666666666665
2023-06-09 09:47:00,3.3333333333333335
2023-06-09 09:48:00,3.6666666666666665
2023-06-09 09:49:00,4.875
2023-06-09 09:50:00,4.25
2023-06-09 09:51:00,5.625
2023-06-09 09:52:00,5.75
2023-06-09 09:53:00,6.875
2023-06-09 09:54:00,8.875
2023-06-09 09:55:00,11.125
2023-06-09 09:56:00,14.75
2023-06-09 09:57:00,9.25
2023-06-09 09:58:00,10.583333333333334
2023-06-09 09:59:00,14.416666666666668
2023-06-09 10:00:00,11.6875
2023-06-09 10:01:00,12.875
2023-06-09 10:02:00,10.875
2023-06-09 10:03:00,10.0625
2023-06-09 10:04:00,10.3125
2023-06-09 10:05:00,9.4375
2023-06-09 10:06:00,7.4375
2023-06-09 10:07:00,7.6875
2023-06-09 10:08:00,6.625
2023-06-09 10:09:00,5.125
2023-06-09 10:10:00,5.25
2023-06-09 10:11:00,5.0625
2023-06-09 10:12:00,4.25
2023-06-09 10:13:00,3.9374999999999996
2023-06-09 10:14:00,3.1875
2023-06-09 10:15:00,3.3333333333333335
2023-06-09 10:16:00,3.25
2023-06-09 10:17:00,3.583333333333333
2023-06-09 10:18:00,3.583333333333333
2023-06-09 10:19:00,3.875
2023-06-09 10:20:00,3.75
2023-06-09 10:21:00,5.0
2023-06-09 10:22:00,7.5
2023-06-09 10:23:00,17.75
2023-06-09 10:24:00,10.375
2023-06-09 10:25:00,10.75
2023-06-09 10:26:00,11.25
2023-06-09 10:27:00,15.875
2023-06-09 10:28:00,14.416666666666668
2023-06-09 10:29:00,14.083333333333332
2023-06-09 10:30:00,12.375
2023-06-09 10:31:00,11.5625
2023-06-09 10:32:00,11.375
2023-06-09 10:33:00,11.8125
2023-06-09 10:34:00,10.3125
