Time,pods,cpu,cpu_limit,memory,memory_limit,rt,tp,rt_jmeter,rt_jmeter_99,rt_jmeter_95,rt_jmeter_75,rt_jmeter_50,tp_jmeter,success,failures,costs
2023-04-25 17:09:00,1.0,0.0063631144011426,2.3,1081344.0,1280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018094878499999999
2023-04-25 17:14:00,1.0,0.1298973056443691,2.3,1081344.0,1280.0,0.0049064785118665,189.8,47.70904632338637,12.544878464669498,4.432989120741929,2.0741667208379377,10.004928060551812,93.01014691248756,1.0,0.0,0.0018094878499999999
2023-04-25 17:19:00,1.0,0.1913028641980867,2.3,1081344.0,1280.0,0.0055913865546218,402.8,52.85366961937214,11.61353533853534,6.860796685796686,1.64002814002814,2.1155726405726405,223.88186025686025,1.0,0.0,0.0018094878499999999
2023-04-25 17:24:00,1.0,0.2083714631270256,2.3,1081344.0,1280.0,0.0061832344213649,481.467,62.44390016439687,17.39052989391321,0.0,0.1244488647273425,0.0607436875960061,281.0088074636776,1.0,0.0,0.0018094878499999999
2023-04-25 17:29:00,1.0,0.1992074280602923,2.3,1081344.0,1280.0,0.0047606542882404,452.733,57.8254586820799,5.842965642965642,0.2488908988908988,0.2266686766686766,0.1244454494454494,266.0733291483291,1.0,0.0,0.0018094878499999999
2023-04-25 17:34:00,1.0,0.1774838229857036,2.3,1081344.0,1280.0,0.0072281104041736,313.603,42.83930830699887,16.489084864084866,14.21939526939527,6.097827022827024,1.202972677972678,188.06675566675568,1.0,0.0,0.0018094878499999999
2023-04-25 17:39:00,1.0,0.1065904315820354,2.3,1081344.0,1280.0,0.0095797413793103,70.6,50.21685769391826,16.022638684270973,9.707455509981186,6.461404852420058,2.9869093876865183,52.539288298055695,1.0,0.0,0.0018094878499999999
2023-04-25 17:44:00,1.0,0.1299657530168017,2.3,1081344.0,1280.0,0.0060851977996759,179.945,48.62248133208302,20.641692866692864,5.7008399008399016,5.000055275055275,1.1940948440948442,96.91339391339392,1.0,0.0,0.0018094878499999999
2023-04-25 17:49:00,1.0,0.1713678946580351,2.3,1081344.0,1280.0,0.0049257346393588,390.467,42.97148437081034,12.157104707104708,5.89041794041794,4.672617047617047,3.194099869099869,218.698111998112,1.0,0.0,0.0018094878499999999
2023-04-25 17:54:00,1.0,0.2088722518159445,2.3,1081344.0,1280.0,0.004916813581456,490.333,53.23209741807516,16.95344981247145,9.332339901945176,0.0414835631156283,0.0414835631156283,281.5549185446889,1.0,0.0,0.0018094878499999999
