Time,pods,cpu,cpu_limit,memory,memory_limit,rt,tp,rt_jmeter,rt_jmeter_99,rt_jmeter_95,rt_jmeter_75,rt_jmeter_50,tp_jmeter,success,failures,costs
2023-03-22 17:01:00,1.0,0.0139852506521474,2.2,74559488.0,1152.0,0.0,0.0,28.115628356605804,0.0,6.258536716713517,1.4673940444950977,1.5882367873667127,3.890343644545751,1.0,0.0,0.001725085775
2023-03-22 17:02:00,1.0,0.0119470070214404,2.2,74956800.0,1152.0,0.0,0.0,26.58120854063018,0.9546848780386484,1.7413236100600231,0.1211329687105842,1.1747285932375946,4.766451717133952,1.0,0.0,0.001725085775
2023-03-22 17:03:00,1.0,0.0125618232125419,2.2,75255808.0,1152.0,0.0,0.0,37.55925165073163,5.494884924019619,4.848842424229836,7.222019691171722,6.763776826759191,7.998824025570493,1.0,0.0,0.001725085775
2023-03-22 17:04:00,1.0,0.0232967164874324,2.2,74977280.0,1152.0,0.00478125,3.0,51.54061646544782,17.427838449408593,16.690405742704446,9.734845553873814,8.617964026411364,25.693425982002363,1.0,0.0,0.001725085775
2023-03-22 17:05:00,1.0,0.0155691795168815,2.2,74817536.0,1152.0,0.0047999999999999,0.667,49.42423155228917,24.751503273196032,19.85999872529441,8.311989041552051,4.957737689040848,40.0518760282653,1.0,0.0,0.001725085775
2023-03-22 17:06:00,1.0,0.0206535153325273,2.2,75554816.0,1152.0,0.0048,0.933,39.74589015034517,0.0,17.160503900666097,13.396377616705912,5.032247706283711,50.62864345529971,1.0,0.0,0.001725085775
2023-03-22 17:07:00,1.0,0.0226428606381607,2.2,75960320.0,1152.0,0.004776923076923,2.267,40.18121875090271,0.0,14.13915235596078,7.475387947683803,3.9054498940202063,72.3677994377225,1.0,0.0,0.001725085775
2023-03-22 17:08:00,1.0,0.0211771295967634,2.2,76558336.0,1152.0,0.0046583333333333,2.6,31.64339614866006,7.824992060309487,22.29543891580678,5.771536109008935,4.6165610051313175,102.84828265666732,1.0,0.0,0.001725085775
2023-03-22 17:09:00,1.0,0.0283442762910385,2.2,77099008.0,1152.0,0.0047210526315789,3.333,31.135019580859183,17.107352681052582,16.68701148709063,8.371683035159428,6.371245883169967,121.37102456010932,1.0,0.0,0.001725085775
2023-03-22 17:10:00,1.0,0.0340306690768852,2.2,78393344.0,1152.0,0.0047730769230769,3.667,38.18382127058593,18.95339518084236,9.5651475140896,4.903851838674869,2.701236179662131,138.96943738415,1.0,0.0,0.001725085775
2023-03-22 17:11:00,1.0,0.0349638743734968,2.2,79540224.0,1152.0,0.0047806451612903,4.4,37.65769553996678,16.244025424765066,16.483234924722016,13.162535481538876,4.963692758432739,155.51367413198577,1.0,0.0,0.001725085775
2023-03-22 17:12:00,1.0,0.0369084526522219,2.2,79863808.0,1152.0,0.004791304347826,5.067,37.98087029817549,14.070461361345366,20.88033266633233,3.230212498948912,2.0188828118430697,169.11687749560048,1.0,0.0,0.001725085775
2023-03-22 17:13:00,1.0,0.0378916449968989,2.2,81575936.0,1152.0,0.0047843749999999,4.733,38.95295923806484,35.857647409987464,7.317807232559047,0.8313892061787128,1.0793081342473587,182.3629270812064,1.0,0.0,0.001725085775
2023-03-22 17:14:00,1.0,0.0360364026266872,2.2,82214912.0,1152.0,0.0047642857142857,4.6,39.63231234258173,28.075549379682364,12.123755880647357,3.795499686264972,0.0807553124737228,178.50424723191227,1.0,0.0,0.001725085775
2023-03-22 17:15:00,1.0,0.0393802970994355,2.2,83316736.0,1152.0,0.0047802816901408,5.2,42.134088799269534,27.266498795427754,3.25836536982931,2.8445576400635604,0.0,179.03838100363933,1.0,0.0,0.001725085775
2023-03-22 17:16:00,1.0,0.0362833041909109,2.2,84516864.0,1152.0,0.0047684210526315,4.467,46.813381511310766,27.567340526960947,1.2880182113719818,2.077415902094571,1.5747285932375945,178.9665568845324,1.0,0.0,0.001725085775
2023-03-22 17:17:00,1.0,0.0355025749682583,2.2,85323776.0,1152.0,0.0047551724137931,4.867,40.468826479996366,15.0473612086822,7.729417097738258,2.624547655395991,2.0188828118430697,171.34549193920407,1.0,0.0,0.001725085775
2023-03-22 17:18:00,1.0,0.0305010315314834,2.2,86478848.0,1152.0,0.0047333333333333,4.533,38.68261517747915,25.6312482349264,3.945827550257068,0.0807553124737228,0.0807553124737228,163.00140574398077,1.0,0.0,0.001725085775
2023-03-22 17:19:00,1.0,0.0333224490189623,2.2,87556096.0,1152.0,0.0046882352941176,3.867,36.73660570230305,30.444469829678564,5.854760154344903,6.010605935739427,0.300799027672669,148.64947257171934,1.0,0.0,0.001725085775
2023-03-22 17:20:00,1.0,0.0277498315721561,2.2,89214976.0,1152.0,0.0045499999999999,3.0,38.05386415753646,87.67864208176675,7.421355171167331,4.863474182438008,8.156286559846002,130.83450236900933,1.0,0.0,0.001725085775
2023-03-22 17:21:00,1.0,0.026071697579527,2.2,89931776.0,1152.0,0.0045578947368421,2.8,34.77983336454456,51.76431672765488,16.37691797964692,2.5792325334346398,4.039073453192509,115.3325315585947,1.0,0.0,0.001725085775
2023-03-22 17:22:00,1.0,0.0214984028491593,2.2,89890816.0,1152.0,0.0046,2.133,33.14133101731213,13.271765564389716,9.77139280932046,2.2965889397766097,0.0,98.4427611128029,1.0,0.0,0.001725085775
2023-03-22 17:23:00,1.0,0.0212682441995678,2.2,90263552.0,1152.0,0.0046555555555555,2.067,38.49469104797768,71.62270082102717,3.7137453560270943,0.0988890287108803,1.170637123095497,81.56411124407485,1.0,0.0,0.001725085775
2023-03-22 17:24:00,1.0,0.0182900968534843,2.2,90259456.0,1152.0,0.004928,1.933,43.33691366777028,57.128736863916046,0.0585330902515005,1.938127499369347,0.0403776562368614,65.26699678358781,1.0,0.0,0.001725085775
2023-03-22 17:25:00,1.0,0.0182235719614814,2.2,90542080.0,1152.0,0.0046,0.867,41.12227770588439,67.43489962991661,6.413221594752165,3.003633262680138,1.9381274993693471,38.05710371982875,1.0,0.0,0.001725085775
2023-03-22 17:26:00,1.0,0.0153367515360881,2.2,87547904.0,1152.0,0.0047428571428571,0.867,39.91729154570056,76.05844418749328,3.149457186475189,1.816994530658763,1.534350937000733,26.76980563336117,0.9992534473645044,0.0007465526354955,0.001725085775
2023-03-22 17:27:00,1.0,0.0133757929910208,2.2,87564288.0,1152.0,0.00464,0.533,35.634066155841715,47.06640545252383,4.475094095382818,2.8643448599549144,2.3697911275131043,15.918528189083895,1.0,0.0,0.001725085775
2023-03-22 17:28:00,1.0,0.0130960537925473,2.2,87203840.0,1152.0,0.0004749999999999,0.133,32.62445003403241,12.30153728488715,2.7860582803434366,2.884969026831799,1.5665950168224283,6.700512428295717,1.0,0.0,0.001725085775
2023-03-22 17:29:00,1.0,0.0124677342379685,2.2,87470080.0,1152.0,0.0046,0.333,33.19662107605656,19.640535461773403,3.325056457229691,0.1392884027252233,1.875527620910264,4.936095918496564,1.0,0.0,0.001725085775
2023-03-22 17:30:00,1.0,0.011892501448254,2.2,87511040.0,1152.0,0.0047999999999999,0.133,30.754571092637438,0.4845318748423368,0.6460424997897825,2.140015780553654,1.5747285932375945,7.982575570275808,1.0,0.0,0.001725085775
2023-03-22 17:31:00,1.0,0.013730015444486,2.2,87478272.0,1152.0,0.0004749999999999,0.133,25.146229356252103,17.872922841283575,0.1896879165615578,2.02483788123496,1.0679744961730355,3.100945953823162,0.974618826308696,0.0253811736913039,0.001725085775
2023-03-22 17:32:00,1.0,0.0135494165551549,2.2,87474176.0,1152.0,0.0,0.067,26.976053921568628,1.4887455892004129,0.7671754685003667,1.73623921818504,1.491794773740596,3.482500293969554,1.0,0.0,0.001725085775
2023-03-22 17:33:00,1.0,0.0138155176771031,2.2,87281664.0,1152.0,0.0043999999999999,0.2,33.34775235168494,7.389111091345637,6.619176664144057,3.654760154344903,5.045028522584399,6.75715723736291,1.0,0.0,0.001725085775
2023-03-22 17:34:00,1.0,0.0152158129579105,2.2,87363584.0,1152.0,0.0047199999999999,0.4,44.465294438548206,10.014386124570056,6.009445032383551,3.810896161578397,3.63776562368614,18.88236424720511,1.0,0.0,0.001725085775
2023-03-22 17:35:00,1.0,0.018487332115857,2.2,89690112.0,1152.0,0.0046444444444444,1.067,48.23380423038752,23.096313219785703,12.09354700816046,2.609298106233059,2.7209896690221083,38.72565866767973,1.0,0.0,0.001725085775
2023-03-22 17:36:00,1.0,0.0229101966747411,2.2,87642112.0,1152.0,0.0045833333333333,2.0,47.55564086034188,14.11940249306282,21.45956519976697,3.203343036841169,3.777634478089301,61.494299771223005,1.0,0.0,0.001725085775
2023-03-22 17:37:00,1.0,0.0257137451115707,2.2,87363584.0,1152.0,0.0053749999999999,2.4,48.61645289755447,54.44418685676362,8.842706715872648,4.707338175204513,1.717213106653494,83.06758811465181,1.0,0.0,0.001725085775
2023-03-22 17:38:00,1.0,0.0225520036222785,2.2,87719936.0,1152.0,0.0044470588235294,3.267,36.921072187842725,15.854333881741493,13.857383066281674,5.372116560686873,4.441542186054754,94.10259840609876,1.0,0.0,0.001725085775
