Time,jvm_total_Copy,jvm_total_MarkSweepCompact
2023-06-18 21:00:00,0.1111111111111111,0.0
2023-06-18 21:01:00,0.2222222222222222,0.0
2023-06-18 21:02:00,0.5333333333333332,0.0
2023-06-18 21:03:00,1.0222222222222221,0.0
2023-06-18 21:04:00,1.2666666666666666,0.02222222222222222
2023-06-18 21:05:00,1.7333333333333332,0.04444444444444444
2023-06-18 21:06:00,1.9777777777777774,0.02222222222222222
2023-06-18 21:07:00,2.1111111111111107,0.0
2023-06-18 21:08:00,2.5555555555555554,0.0
2023-06-18 21:09:00,3.2444444444444445,0.0
2023-06-18 21:10:00,3.4888888888888885,0.0
2023-06-18 21:11:00,4.5777777777777775,0.0
2023-06-18 21:12:00,5.422222222222221,0.0
2023-06-18 21:13:00,5.8888888888888875,0.0
2023-06-18 21:14:00,6.266666666666666,0.0
2023-06-18 21:15:00,6.022222222222221,0.0
2023-06-18 21:16:00,5.466666666666667,0.0
2023-06-18 21:17:00,5.155555555555555,0.0
2023-06-18 21:18:00,4.955555555555555,0.0
2023-06-18 21:19:00,4.166827777777778,0.02222222222222222
2023-06-18 21:20:00,2.8,0.0
2023-06-18 21:21:00,2.511111111111111,0.0
2023-06-18 21:22:00,2.0666666666666664,0.0
2023-06-18 21:23:00,1.6222222222222222,0.02222222222222222
2023-06-18 21:24:00,1.2222222222222219,0.0
2023-06-18 21:25:00,0.9555555555555555,0.0
2023-06-18 21:26:00,1.0444444444444443,0.02222222222222222
2023-06-18 21:27:00,0.6444444444444444,0.0
2023-06-18 21:28:00,0.31111111111111106,0.0
2023-06-18 21:29:00,0.17777777777777776,0.0
2023-06-18 21:30:00,0.02222222222222222,0.0
2023-06-18 21:31:00,0.04444444444444444,0.0
2023-06-18 21:32:00,0.15555555555555553,0.0
2023-06-18 21:33:00,0.31111111111111106,0.0
2023-06-18 21:34:00,0.5111111111111111,0.0
2023-06-18 21:35:00,0.7555555555555554,0.0
2023-06-18 21:36:00,1.0888888888888888,0.0
2023-06-18 21:37:00,1.6888888888888887,0.02222222222222222
2023-06-18 21:38:00,2.5555555555555554,0.0
2023-06-18 21:39:00,3.4222222222222216,0.0
