Time,conn-pool_jms_TradeStreamerTCF,conn-pool_jdbc_TradeDataSource
2023-05-26 08:36:00,9.5,16.0
2023-05-26 08:37:00,26.0,36.25
2023-05-26 08:38:00,36.25,50.25
2023-05-26 08:39:00,52.5,69.75
2023-05-26 08:40:00,38.0,48.5
2023-05-26 08:41:00,52.75,65.625
2023-05-26 08:42:00,52.625,62.75
2023-05-26 08:43:00,64.125,75.75
2023-05-26 08:44:00,77.75,90.75
2023-05-26 08:45:00,51.75,59.66666666666667
2023-05-26 08:46:00,58.916666666666664,66.16666666666667
2023-05-26 08:47:00,73.25,80.83333333333334
2023-05-26 08:48:00,73.16666666666667,80.41666666666667
2023-05-26 08:49:00,75.66666666666667,81.66666666666667
2023-05-26 08:50:00,70.45833333333333,75.64583333333334
2023-05-26 08:51:00,69.625,73.3125
2023-05-26 08:52:00,74.0,78.1875
2023-05-26 08:53:00,91.3125,96.3125
2023-05-26 08:54:00,85.4375,88.9375
2023-05-26 08:55:00,87.0,90.1875
2023-05-26 08:56:00,94.625,96.70833333333334
2023-05-26 08:57:00,92.75,94.41666666666666
2023-05-26 08:58:00,91.41666666666667,94.0
2023-05-26 08:59:00,105.16666666666667,108.08333333333333
2023-05-26 09:00:00,88.91666666666667,91.75
2023-05-26 09:01:00,83.5,86.91666666666667
2023-05-26 09:02:00,97.91666666666667,103.5
2023-05-26 09:03:00,82.33333333333333,92.33333333333333
2023-05-26 09:04:00,81.0,99.5
2023-05-26 09:05:00,90.08333333333334,116.41666666666667
2023-05-26 09:06:00,72.5,105.625
2023-05-26 09:07:00,78.5,116.125
2023-05-26 09:08:00,86.75,127.25
2023-05-26 09:09:00,50.0,80.875
2023-05-26 09:10:00,45.083333333333336,68.33333333333334
2023-05-26 09:11:00,60.916666666666664,85.41666666666667
2023-05-26 09:12:00,57.333333333333336,65.83333333333334
2023-05-26 09:13:00,73.91666666666667,82.83333333333333
2023-05-26 09:14:00,90.83333333333333,103.5
2023-05-26 09:15:00,47.69444444444444,52.625
2023-05-26 09:16:00,57.25,63.958333333333336
2023-05-26 09:17:00,72.66666666666666,80.70833333333333
2023-05-26 09:18:00,68.875,76.04166666666667
2023-05-26 09:19:00,73.75,80.91666666666667
2023-05-26 09:20:00,88.0,96.29166666666667
2023-05-26 09:21:00,80.5,85.3
2023-05-26 09:22:00,85.75,90.8
2023-05-26 09:23:00,98.3,103.8
2023-05-26 09:24:00,81.25,84.65
2023-05-26 09:25:00,81.7,86.85
2023-05-26 09:26:00,92.7,97.75
2023-05-26 09:27:00,81.1875,84.3125
2023-05-26 09:28:00,83.6875,88.0
2023-05-26 09:29:00,98.3125,103.125
2023-05-26 09:30:00,82.875,85.6875
2023-05-26 09:31:00,82.75,84.0
2023-05-26 09:32:00,98.16666666666667,101.58333333333333
2023-05-26 09:33:00,84.08333333333333,93.16666666666667
2023-05-26 09:34:00,81.91666666666667,101.5
2023-05-26 09:35:00,92.91666666666667,123.91666666666667
2023-05-26 09:36:00,75.25,116.0
2023-05-26 09:37:00,74.625,113.125
2023-05-26 09:38:00,84.75,125.5
2023-05-26 09:39:00,57.0,83.75
2023-05-26 09:40:00,72.25,101.0
2023-05-26 09:41:00,59.25,80.5
2023-05-26 09:42:00,51.833333333333336,59.83333333333333
2023-05-26 09:43:00,67.0,77.0
2023-05-26 09:44:00,82.0,92.0
2023-05-26 09:45:00,72.25,79.91666666666667
2023-05-26 09:46:00,46.0,51.65277777777778
2023-05-26 09:47:00,54.083333333333336,59.5
2023-05-26 09:48:00,56.0,62.875
2023-05-26 09:49:00,69.58333333333334,77.125
2023-05-26 09:50:00,74.45833333333333,81.45833333333333
2023-05-26 09:51:00,71.75,79.20833333333334
2023-05-26 09:52:00,77.54166666666666,81.875
2023-05-26 09:53:00,78.2,82.85
2023-05-26 09:54:00,75.35,79.8
2023-05-26 09:55:00,79.4,81.4
2023-05-26 09:56:00,76.65,79.7
2023-05-26 09:57:00,72.45,75.0
2023-05-26 09:58:00,82.0,83.45
2023-05-26 09:59:00,85.0625,87.125
2023-05-26 10:00:00,79.5,81.125
2023-05-26 10:01:00,88.625,88.875
2023-05-26 10:02:00,84.1875,91.5
2023-05-26 10:03:00,73.75,85.1875
2023-05-26 10:04:00,85.41666666666666,106.66666666666667
2023-05-26 10:05:00,77.91666666666666,109.25
2023-05-26 10:06:00,59.16666666666667,99.58333333333333
2023-05-26 10:07:00,68.5,118.16666666666667
2023-05-26 10:08:00,63.416666666666664,113.0
2023-05-26 10:09:00,55.25,85.625
2023-05-26 10:10:00,69.875,101.0
2023-05-26 10:11:00,79.875,111.625
2023-05-26 10:12:00,65.125,72.375
2023-05-26 10:13:00,43.0,49.583333333333336
2023-05-26 10:14:00,57.125,63.875
2023-05-26 10:15:00,53.375,59.9375
2023-05-26 10:16:00,65.5,72.0625
2023-05-26 10:17:00,80.5625,88.75
2023-05-26 10:18:00,54.625,59.79166666666667
2023-05-26 10:19:00,60.16666666666667,65.16666666666667
