Time,pods,cpu,memory,rt,tp,rt_jmeter
2023-03-20 21:50:00,1.0,0.0420089622051322,67981312.0,0.0004931423611111,20.333,22.8869537230337
2023-03-20 21:51:00,1.0,0.0443656534888657,67448832.0,0.0004992346938775,14.867,31.60282837811576
2023-03-20 21:52:00,1.0,0.0782616465166602,68362240.0,0.0033961538461538,35.933,41.89645138882855
2023-03-20 21:53:00,1.0,0.192862930093213,68194304.0,0.0037483050847457,102.067,66.93464374626528
2023-03-20 21:54:00,2.0,0.3074816596639458,137756672.0,0.0024366197183098,67.267,51.312321428245
2023-03-20 21:55:00,3.0,0.4736069384557703,204722176.0,0.0028821782178217,145.467,54.92501047322117
2023-03-20 21:56:00,4.0,0.6649242892347411,273555456.0,0.0017392405063291,267.933,48.13967873334708
2023-03-20 21:57:00,6.0,0.8739296163058978,413765632.0,0.0004895602269076,305.06,43.62491384914404
2023-03-20 21:58:00,8.0,1.1270323037191348,547483648.0,0.0004901919766306,359.45,66.213655101431
2023-03-20 21:59:00,10.0,1.322615444052064,685039616.0,0.0004909716217782,473.343,48.4803740048097
2023-03-20 22:00:00,10.0,1.689363740181827,682971136.0,0.002451371851519,495.29,53.783215771533534
2023-03-20 22:01:00,10.0,2.00309422383706,684060672.0,0.0037708880413142,563.724,78.15752875173456
2023-03-20 22:02:00,10.0,2.033723541746206,686542848.0,0.0034929014107519,573.243,61.9843882753346
2023-03-20 22:03:00,10.0,1.980527950426927,684498944.0,0.0023247422680412,552.667,61.20376441758894
2023-03-20 22:04:00,10.0,1.9815553856618624,683163648.0,0.0030604401455814,576.682,55.82371600489176
2023-03-20 22:05:00,10.0,1.932793401734386,683335680.0,0.0023216198212214,556.748,55.63103179429948
2023-03-20 22:06:00,10.0,1.7887029560434953,686084096.0,0.0014120934671695,541.002,51.1007300070363
2023-03-20 22:07:00,10.0,1.6755340269425414,685195264.0,0.0004970279970716,496.758,46.68190714204511
2023-03-20 22:08:00,10.0,1.4875853344472372,686608384.0,0.0004937881795968,449.4,44.13471270686778
2023-03-20 22:09:00,10.0,1.2702349612837525,684331008.0,0.0004902805866805,391.641,44.4677899102262
2023-03-20 22:10:00,10.0,1.1296872781697855,685375488.0,0.0004860876814437,351.067,42.37901267528733
2023-03-20 22:11:00,10.0,0.952144263148776,685441024.0,0.0004923999123,281.217,43.28318232869791
2023-03-20 22:12:00,10.0,0.876024726640509,686080000.0,0.0004951966496283,255.684,45.89949855001676
