Time,jvm_total_scavenge,jvm_total_global
2023-05-26 12:13:00,0.39999999999999997,0.02222222222222222
2023-05-26 12:14:00,0.4444444444444444,0.0
2023-05-26 12:15:00,0.6666666666666666,0.0
2023-05-26 12:16:00,0.6845266666666666,0.0
2023-05-26 12:17:00,1.0222222222222221,0.04444444444444444
2023-05-26 12:18:00,1.5553729041245203,0.02221580432319552
2023-05-26 12:19:00,1.5999999999999999,0.02222222222222222
2023-05-26 12:20:00,1.9333333333333331,0.02222222222222222
2023-05-26 12:21:00,1.822222222222222,0.02222222222222222
2023-05-26 12:22:00,1.6666666666666665,0.1333333333333333
2023-05-26 12:23:00,2.311111111111111,0.04444444444444444
2023-05-26 12:24:00,2.666666666666666,0.06666666666666665
2023-05-26 12:25:00,2.688934325026422,0.04444444444444444
2023-05-26 12:26:00,2.800028643248342,0.04444444444444444
2023-05-26 12:27:00,2.7777777777777777,0.02222222222222222
2023-05-26 12:28:00,2.488888888888889,0.02222222222222222
2023-05-26 12:29:00,2.7777777777777772,0.02222222222222222
2023-05-26 12:30:00,2.4888888888888885,0.02222222222222222
2023-05-26 12:31:00,2.5999999999999996,0.02222222222222222
2023-05-26 12:32:00,2.444444444444444,0.02222222222222222
2023-05-26 12:33:00,1.977775308916293,0.02222222222222222
2023-05-26 12:34:00,1.6888888888888887,0.02222222222222222
2023-05-26 12:35:00,1.511111111111111,0.0
2023-05-26 12:36:00,1.1555555555555554,0.02222222222222222
2023-05-26 12:37:00,0.911111111111111,0.02222222222222222
2023-05-26 12:38:00,0.7333333333333332,0.0
2023-05-26 12:39:00,0.46666666666666656,0.02222222222222222
2023-05-26 12:40:00,0.39999999999999997,0.0
2023-05-26 12:41:00,0.28888888888888886,0.02222222222222222
2023-05-26 12:42:00,0.2222237038024757,0.0
2023-05-26 12:43:00,0.2222123465568493,0.0
2023-05-26 12:44:00,0.22222222222222218,0.0
2023-05-26 12:45:00,0.37777777777777777,0.0
2023-05-26 12:46:00,0.5999999999999999,0.02222222222222222
2023-05-26 12:47:00,0.8888888888888888,0.0
2023-05-26 12:48:00,1.4050988888888887,0.04522888888888889
2023-05-26 12:49:00,1.4,0.0
2023-05-26 12:50:00,1.822222222222222,0.02222222222222222
2023-05-26 12:51:00,1.9555555555555553,0.02222222222222222
2023-05-26 12:52:00,2.533333333333333,0.02222222222222222
2023-05-26 12:53:00,2.022241975747609,0.02222222222222222
2023-05-26 12:54:00,2.1333471611083947,0.08889086428532625
2023-05-26 12:55:00,2.8446020138256016,0.06667210009360312
2023-05-26 12:56:00,2.800037534200571,0.08889086437312946
2023-05-26 12:57:00,3.0666084183232845,0.02222222222222222
2023-05-26 12:58:00,3.466646921129527,0.06666765436488534
2023-05-26 12:59:00,3.0443911146664293,0.04444296306172181
2023-05-26 13:00:00,3.1110834592480665,0.04444444444444444
2023-05-26 13:01:00,2.777675103855659,0.044445432142663124
2023-05-26 13:02:00,2.3777777777777773,0.06666666666666665
2023-05-26 13:03:00,2.4000434645171485,0.0
2023-05-26 13:04:00,1.7777733365923534,0.044445432142663124
2023-05-26 13:05:00,1.5556133448912004,0.02222666755573337
2023-05-26 13:06:00,1.1555555555555554,0.0
2023-05-26 13:07:00,0.7555555555555555,0.06666666666666665
2023-05-26 13:08:00,0.6666666666666665,0.0
2023-05-26 13:09:00,0.533313582441457,0.02222222222222222
2023-05-26 13:10:00,0.3777777777777777,0.0
2023-05-26 13:11:00,0.33333333333333326,0.0
2023-05-26 13:12:00,0.2222222222222222,0.02222222222222222
2023-05-26 13:13:00,0.22215220923037476,0.02222222222222222
2023-05-26 13:14:00,0.28888888888888886,0.0
2023-05-26 13:15:00,0.28888888888888886,0.0
2023-05-26 13:16:00,0.5333333333333332,0.02222222222222222
2023-05-26 13:17:00,0.6666666666666666,0.0
2023-05-26 13:18:00,0.711111111111111,0.02222222222222222
2023-05-26 13:19:00,0.7777777777777777,0.0
2023-05-26 13:20:00,0.4888888888888888,0.0
2023-05-26 13:21:00,1.2330635953580398,0.1612934942007732
2023-05-26 13:22:00,1.8444444444444443,0.13333333333333333
2023-05-26 13:23:00,2.3777777777777773,0.08888888888888888
2023-05-26 13:24:00,2.844456300049435,0.11111111130864199
2023-05-26 13:25:00,2.800027656779368,0.0
2023-05-26 13:26:00,2.7110977836048793,0.06666518528394402
2023-05-26 13:27:00,2.8000128400768425,0.04444444444444444
2023-05-26 13:28:00,3.044444444444444,0.04444444444444444
2023-05-26 13:29:00,2.955555555555555,0.02222222222222222
2023-05-26 13:30:00,3.02225432455458,0.08888888888888888
2023-05-26 13:31:00,2.7333318519506107,0.04444444444444444
2023-05-26 13:32:00,2.9111111111111105,0.04444444444444444
2023-05-26 13:33:00,2.311111111111111,0.0
2023-05-26 13:34:00,2.0888888888888886,0.02222222222222222
2023-05-26 13:35:00,1.4666963002474405,0.04444444444444444
2023-05-26 13:36:00,1.333333333333333,0.02222222222222222
2023-05-26 13:37:00,1.1333649410811824,0.0
2023-05-26 13:38:00,0.9111427188589603,0.022224197706462796
2023-05-26 13:39:00,0.44449581731018595,0.02222222222222222
2023-05-26 13:40:00,0.35555555555555546,0.04444444444444444
2023-05-26 13:41:00,0.24444444444444444,0.0
2023-05-26 13:42:00,0.15555555555555553,0.0
2023-05-26 13:43:00,0.15555555555555553,0.0
2023-05-26 13:44:00,0.28888888888888886,0.0
2023-05-26 13:45:00,0.5333333333333332,0.02222222222222222
2023-05-26 13:46:00,0.7555555555555555,0.0
2023-05-26 13:47:00,1.0222222222222221,0.02222222222222222
2023-05-26 13:48:00,1.311111111111111,0.02222222222222222
2023-05-26 13:49:00,1.5333333333333332,0.02222222222222222
2023-05-26 13:50:00,1.9999999999999998,0.06666666666666665
2023-05-26 13:51:00,1.2666666666666666,0.04444444444444444
2023-05-26 13:52:00,1.7778074087243383,0.0
2023-05-26 13:53:00,2.0888888888888886,0.04444444444444444
2023-05-26 13:54:00,2.6664869324533544,0.022220247089147636
2023-05-26 13:55:00,2.0697557981720736,0.09635277777777779
2023-05-26 13:56:00,2.555602967177329,0.04444444444444444
2023-05-26 13:57:00,2.666740750618601,0.022225185580299598
2023-05-26 13:58:00,2.733286424965127,0.04444444444444444
2023-05-26 13:59:00,2.9111111111111105,0.04444444444444444
2023-05-26 14:00:00,2.688940251479144,0.04444444444444444
2023-05-26 14:01:00,2.5999999999999996,0.02222222222222222
2023-05-26 14:02:00,2.288964950103349,0.022225679550152245
2023-05-26 14:03:00,1.9111367924062383,0.02222222222222222
2023-05-26 14:04:00,1.7555659593457085,0.022228149728816576
2023-05-26 14:05:00,1.4444444444444442,0.02222222222222222
2023-05-26 14:06:00,1.5333333333333332,0.02222222222222222
2023-05-26 14:07:00,1.1555555555555554,0.04444444444444444
2023-05-26 14:08:00,0.7557602092015048,0.0
2023-05-26 14:09:00,0.6888888888888888,0.0
2023-05-26 14:10:00,0.4222222222222222,0.0
2023-05-26 14:11:00,0.15555555555555553,0.02222222222222222
2023-05-26 14:12:00,0.17999611111111108,0.02222222222222222
2023-05-26 14:13:00,0.19999999999999996,0.02222222222222222
2023-05-26 14:14:00,0.3555555555555555,0.0
2023-05-26 14:15:00,0.5111007414320526,0.0
2023-05-26 14:16:00,0.6222222222222221,0.02222222222222222
2023-05-26 14:17:00,0.9333333333333332,0.0
2023-05-26 14:18:00,1.1333333333333333,0.02222222222222222
2023-05-26 14:19:00,0.9777777777777776,0.0
2023-05-26 14:20:00,1.3333333333333333,0.02222222222222222
2023-05-26 14:21:00,1.2666666666666666,0.0
2023-05-26 14:22:00,1.453931111111111,0.15840888888888888
2023-05-26 14:23:00,1.8666666666666663,0.1111111111111111
2023-05-26 14:24:00,2.489062801073117,0.1333442028448476
2023-05-26 14:25:00,2.6667407572053046,0.06666666666666665
2023-05-26 14:26:00,3.088888888888889,0.06666666666666665
2023-05-26 14:27:00,3.044450373070036,0.06666666666666665
2023-05-26 14:28:00,2.7332913626880964,0.06666419780518214
2023-05-26 14:29:00,2.8222696327903343,0.022223703802475722
2023-05-26 14:30:00,2.8221777807405433,0.04444444444444444
2023-05-26 14:31:00,2.733333333333333,0.04444444444444444
2023-05-26 14:32:00,2.599981743462341,0.04444444444444444
2023-05-26 14:33:00,2.1777125973329587,0.04444148170094267
2023-05-26 14:34:00,1.7999999999999998,0.02222222222222222
2023-05-26 14:35:00,1.6888888888888887,0.02222222222222222
2023-05-26 14:36:00,1.1556444654738238,0.04444790177237447
2023-05-26 14:37:00,0.8666666666666666,0.0
2023-05-26 14:38:00,0.5555555555555555,0.04444444444444444
2023-05-26 14:39:00,0.533325432801035,0.022220247089147636
2023-05-26 14:40:00,0.2444444444444444,0.02222222222222222
2023-05-26 14:41:00,0.22222222222222218,0.02222222222222222
2023-05-26 14:42:00,0.15555555555555556,0.0
2023-05-26 14:43:00,0.22222222222222218,0.02222222222222222
