Time,thread_pool
2023-05-26 12:13:00,3.75
2023-05-26 12:14:00,5.0
2023-05-26 12:15:00,9.0
2023-05-26 12:16:00,6.125
2023-05-26 12:17:00,7.0
2023-05-26 12:18:00,8.5
2023-05-26 12:19:00,10.375
2023-05-26 12:20:00,11.375
2023-05-26 12:21:00,9.1875
2023-05-26 12:22:00,9.125
2023-05-26 12:23:00,9.3125
2023-05-26 12:24:00,9.125
2023-05-26 12:25:00,11.9375
2023-05-26 12:26:00,11.5625
2023-05-26 12:27:00,11.375
2023-05-26 12:28:00,10.875
2023-05-26 12:29:00,9.875
2023-05-26 12:30:00,9.0625
2023-05-26 12:31:00,9.8125
2023-05-26 12:32:00,8.75
2023-05-26 12:33:00,7.187499999999999
2023-05-26 12:34:00,6.5
2023-05-26 12:35:00,7.166666666666667
2023-05-26 12:36:00,5.916666666666667
2023-05-26 12:37:00,5.75
2023-05-26 12:38:00,4.0
2023-05-26 12:39:00,4.166666666666666
2023-05-26 12:40:00,3.75
2023-05-26 12:41:00,3.083333333333333
2023-05-26 12:42:00,3.666666666666667
2023-05-26 12:43:00,3.75
2023-05-26 12:44:00,4.125
2023-05-26 12:45:00,4.125
2023-05-26 12:46:00,5.0
2023-05-26 12:47:00,8.375
2023-05-26 12:48:00,8.277777777777779
2023-05-26 12:49:00,6.75
2023-05-26 12:50:00,7.75
2023-05-26 12:51:00,9.25
2023-05-26 12:52:00,12.083333333333334
2023-05-26 12:53:00,10.25
2023-05-26 12:54:00,7.166666666666667
2023-05-26 12:55:00,8.458333333333334
2023-05-26 12:56:00,8.125
2023-05-26 12:57:00,9.291666666666666
2023-05-26 12:58:00,8.375
2023-05-26 12:59:00,8.166666666666668
2023-05-26 13:00:00,7.35
2023-05-26 13:01:00,7.2
2023-05-26 13:02:00,7.05
2023-05-26 13:03:00,6.3
2023-05-26 13:04:00,5.8
2023-05-26 13:05:00,5.45
2023-05-26 13:06:00,5.375
2023-05-26 13:07:00,4.6875
2023-05-26 13:08:00,4.25
2023-05-26 13:09:00,3.625
2023-05-26 13:10:00,3.375
2023-05-26 13:11:00,3.25
2023-05-26 13:12:00,3.5
2023-05-26 13:13:00,3.583333333333333
2023-05-26 13:14:00,3.583333333333333
2023-05-26 13:15:00,4.333333333333333
2023-05-26 13:16:00,4.666666666666667
2023-05-26 13:17:00,14.75
2023-05-26 13:18:00,15.0
2023-05-26 13:19:00,14.5
2023-05-26 13:20:00,7.25
2023-05-26 13:21:00,4.90625
2023-05-26 13:22:00,6.3125
2023-05-26 13:23:00,6.84375
2023-05-26 13:24:00,7.53125
2023-05-26 13:25:00,6.4375
2023-05-26 13:26:00,6.5625
2023-05-26 13:27:00,7.71875
2023-05-26 13:28:00,8.785714285714285
2023-05-26 13:29:00,6.392857142857142
2023-05-26 13:30:00,7.0
2023-05-26 13:31:00,5.428571428571429
2023-05-26 13:32:00,5.714285714285714
2023-05-26 13:33:00,6.85
2023-05-26 13:34:00,6.9
2023-05-26 13:35:00,5.5
2023-05-26 13:36:00,4.7
2023-05-26 13:37:00,4.15
2023-05-26 13:38:00,4.4375
2023-05-26 13:39:00,4.0625
2023-05-26 13:40:00,3.75
2023-05-26 13:41:00,3.5625
2023-05-26 13:42:00,3.3125
2023-05-26 13:43:00,3.1875
2023-05-26 13:44:00,3.75
2023-05-26 13:45:00,4.125
2023-05-26 13:46:00,4.0
2023-05-26 13:47:00,6.125
2023-05-26 13:48:00,7.125
2023-05-26 13:49:00,6.75
2023-05-26 13:50:00,8.0
2023-05-26 13:51:00,10.166666666666668
2023-05-26 13:52:00,11.583333333333334
2023-05-26 13:53:00,11.0
2023-05-26 13:54:00,12.083333333333332
2023-05-26 13:55:00,8.652777777777779
2023-05-26 13:56:00,8.5
2023-05-26 13:57:00,8.541666666666666
2023-05-26 13:58:00,8.708333333333332
2023-05-26 13:59:00,8.083333333333334
2023-05-26 14:00:00,8.333333333333332
2023-05-26 14:01:00,7.041666666666666
2023-05-26 14:02:00,8.0
2023-05-26 14:03:00,6.1
2023-05-26 14:04:00,6.4
2023-05-26 14:05:00,5.25
2023-05-26 14:06:00,5.25
2023-05-26 14:07:00,4.2
2023-05-26 14:08:00,4.3125
2023-05-26 14:09:00,3.3125
2023-05-26 14:10:00,3.5
2023-05-26 14:11:00,3.3125
2023-05-26 14:12:00,3.4375
2023-05-26 14:13:00,3.416666666666667
2023-05-26 14:14:00,3.4166666666666665
2023-05-26 14:15:00,3.416666666666667
2023-05-26 14:16:00,4.166666666666667
2023-05-26 14:17:00,6.333333333333334
2023-05-26 14:18:00,15.25
2023-05-26 14:19:00,21.25
2023-05-26 14:20:00,20.5
2023-05-26 14:21:00,20.75
2023-05-26 14:22:00,9.178571428571427
2023-05-26 14:23:00,6.857142857142857
2023-05-26 14:24:00,7.785714285714285
2023-05-26 14:25:00,7.214285714285714
2023-05-26 14:26:00,8.428571428571429
2023-05-26 14:27:00,8.928571428571427
2023-05-26 14:28:00,8.178571428571429
2023-05-26 14:29:00,8.321428571428571
2023-05-26 14:30:00,8.041666666666668
2023-05-26 14:31:00,7.458333333333333
2023-05-26 14:32:00,6.541666666666667
2023-05-26 14:33:00,6.375
2023-05-26 14:34:00,4.958333333333333
2023-05-26 14:35:00,5.85
2023-05-26 14:36:00,4.6
2023-05-26 14:37:00,4.1
2023-05-26 14:38:00,4.0
2023-05-26 14:39:00,4.05
2023-05-26 14:40:00,3.833333333333333
2023-05-26 14:41:00,3.333333333333333
2023-05-26 14:42:00,3.25
2023-05-26 14:43:00,3.666666666666667
2023-05-26 14:44:00,3.833333333333333
2023-05-26 14:45:00,4.5
2023-05-26 14:46:00,5.0
2023-05-26 14:47:00,5.625
2023-05-26 14:48:00,7.75
2023-05-26 14:49:00,6.916666666666666
2023-05-26 14:50:00,7.75
2023-05-26 14:51:00,9.5
2023-05-26 14:52:00,9.416666666666666
2023-05-26 14:53:00,10.25
2023-05-26 14:54:00,10.916666666666666
2023-05-26 14:55:00,9.183333333333334
2023-05-26 14:56:00,7.6499999999999995
2023-05-26 14:57:00,9.0
2023-05-26 14:58:00,8.7
2023-05-26 14:59:00,10.15
2023-05-26 15:00:00,8.05
2023-05-26 15:01:00,7.95
2023-05-26 15:02:00,8.5625
2023-05-26 15:03:00,7.875
2023-05-26 15:04:00,6.625
2023-05-26 15:05:00,5.75
2023-05-26 15:06:00,5.5625
2023-05-26 15:07:00,5.0
2023-05-26 15:08:00,4.1875
2023-05-26 15:09:00,3.8125
2023-05-26 15:10:00,3.75
2023-05-26 15:11:00,3.166666666666667
2023-05-26 15:12:00,3.166666666666667
2023-05-26 15:13:00,3.416666666666667
