Time,conn-pool_jdbc_TradeDataSource,conn-pool_jms_TradeStreamerTCF
2023-05-26 17:25:00,94.375,89.5
2023-05-26 17:26:00,86.5,82.8125
2023-05-26 17:27:00,82.9375,82.125
2023-05-26 17:28:00,94.6875,90.125
2023-05-26 17:29:00,87.1875,81.8125
2023-05-26 17:30:00,80.5625,78.75
2023-05-26 17:31:00,91.1875,87.0625
2023-05-26 17:32:00,85.0625,82.0625
2023-05-26 17:33:00,80.5625,79.6875
2023-05-26 17:34:00,91.3125,87.5625
2023-05-26 17:35:00,84.75,80.25
2023-05-26 17:36:00,84.41666666666667,82.08333333333333
2023-05-26 17:37:00,96.0,87.58333333333334
2023-05-26 17:38:00,93.66666666666667,79.91666666666666
2023-05-26 17:39:00,98.83333333333333,80.16666666666667
2023-05-26 17:40:00,118.16666666666666,85.58333333333333
2023-05-26 17:41:00,110.16666666666666,73.0
2023-05-26 17:42:00,109.0,64.75
2023-05-26 17:43:00,117.875,70.25
2023-05-26 17:44:00,92.0,55.75
2023-05-26 17:45:00,89.5,57.75
2023-05-26 17:46:00,71.63888888888889,49.083333333333336
2023-05-26 17:47:00,62.66666666666667,49.83333333333333
2023-05-26 17:48:00,69.58333333333333,59.0
2023-05-26 17:49:00,84.0,72.58333333333333
2023-05-26 17:50:00,78.16666666666667,69.41666666666666
2023-05-26 17:51:00,68.1875,60.18750000000001
2023-05-26 17:52:00,78.5625,73.0
2023-05-26 17:53:00,76.4375,71.5
2023-05-26 17:54:00,83.8125,77.8125
2023-05-26 17:55:00,89.25,85.5
2023-05-26 17:56:00,83.875,78.4375
2023-05-26 17:57:00,87.0625,82.4375
2023-05-26 17:58:00,85.1875,83.375
2023-05-26 17:59:00,83.0625,78.5625
2023-05-26 18:00:00,86.6875,82.875
2023-05-26 18:01:00,85.8125,85.1875
2023-05-26 18:02:00,82.0625,79.5
2023-05-26 18:03:00,91.375,88.9375
2023-05-26 18:04:00,91.375,91.75
2023-05-26 18:05:00,87.75,84.3125
2023-05-26 18:06:00,92.75,87.375
2023-05-26 18:07:00,108.0,97.75
2023-05-26 18:08:00,104.33333333333334,82.41666666666667
2023-05-26 18:09:00,118.83333333333334,86.08333333333334
2023-05-26 18:10:00,128.25,89.75
2023-05-26 18:11:00,115.66666666666667,67.08333333333334
2023-05-26 18:12:00,115.75,63.375
2023-05-26 18:13:00,131.5,75.375
2023-05-26 18:14:00,94.125,58.5
2023-05-26 18:15:00,93.875,64.75
2023-05-26 18:16:00,112.375,80.875
2023-05-26 18:17:00,65.33333333333333,52.25
2023-05-26 18:18:00,72.58333333333333,62.333333333333336
2023-05-26 18:19:00,87.41666666666667,75.75
2023-05-26 18:20:00,78.0,68.5
2023-05-26 18:21:00,87.25,77.5
2023-05-26 18:22:00,78.52083333333334,71.5625
2023-05-26 18:23:00,67.4375,62.125
2023-05-26 18:24:00,76.625,70.8125
2023-05-26 18:25:00,91.125,85.4375
2023-05-26 18:26:00,76.3125,72.25
2023-05-26 18:27:00,81.8125,78.4375
2023-05-26 18:28:00,92.625,91.625
2023-05-26 18:29:00,75.4375,74.0625
2023-05-26 18:30:00,85.3125,83.5625
2023-05-26 18:31:00,92.5625,92.125
2023-05-26 18:32:00,81.3125,79.0625
2023-05-26 18:33:00,92.625,89.5625
2023-05-26 18:34:00,97.0,96.75
2023-05-26 18:35:00,83.5,79.25
2023-05-26 18:36:00,89.66666666666667,84.33333333333333
2023-05-26 18:37:00,105.75,96.0
2023-05-26 18:38:00,88.41666666666667,72.66666666666666
2023-05-26 18:39:00,100.33333333333334,77.25
2023-05-26 18:40:00,118.5,84.0
2023-05-26 18:41:00,89.83333333333333,53.0
2023-05-26 18:42:00,98.125,60.0
2023-05-26 18:43:00,111.875,69.875
2023-05-26 18:44:00,85.375,53.5
2023-05-26 18:45:00,88.25,59.5
2023-05-26 18:46:00,74.66666666666667,55.63888888888889
2023-05-26 18:47:00,69.08333333333333,57.25
2023-05-26 18:48:00,76.0,66.66666666666667
2023-05-26 18:49:00,91.41666666666667,80.91666666666667
2023-05-26 18:50:00,86.25,76.08333333333333
2023-05-26 18:51:00,71.25,62.625
2023-05-26 18:52:00,76.5,69.6875
2023-05-26 18:53:00,71.5,62.5625
2023-05-26 18:54:00,82.1875,73.0625
2023-05-26 18:55:00,87.0,79.5625
2023-05-26 18:56:00,83.1875,75.625
2023-05-26 18:57:00,89.1875,82.875
2023-05-26 18:58:00,90.25,86.5
2023-05-26 18:59:00,91.25,86.0
2023-05-26 19:00:00,95.125,90.1875
2023-05-26 19:01:00,91.4375,90.625
2023-05-26 19:02:00,89.25,87.125
2023-05-26 19:03:00,94.875,92.0
2023-05-26 19:04:00,89.25,89.75
2023-05-26 19:05:00,84.1875,81.5625
2023-05-26 19:06:00,93.33333333333334,91.5
2023-05-26 19:07:00,98.58333333333333,96.08333333333333
2023-05-26 19:08:00,92.83333333333333,82.08333333333333
2023-05-26 19:09:00,105.33333333333334,85.41666666666667
2023-05-26 19:10:00,108.0,83.5
2023-05-26 19:11:00,99.58333333333333,65.08333333333333
2023-05-26 19:12:00,105.125,62.25
2023-05-26 19:13:00,116.875,72.125
2023-05-26 19:14:00,87.625,56.875
2023-05-26 19:15:00,88.0,64.5
2023-05-26 19:16:00,69.80555555555556,53.166666666666664
2023-05-26 19:17:00,61.75,52.083333333333336
2023-05-26 19:18:00,69.33333333333333,60.33333333333333
2023-05-26 19:19:00,84.08333333333334,74.58333333333334
2023-05-26 19:20:00,78.66666666666667,71.08333333333333
2023-05-26 19:21:00,70.25,61.125
2023-05-26 19:22:00,80.8125,75.3125
2023-05-26 19:23:00,76.3125,68.8125
2023-05-26 19:24:00,84.1875,76.6875
2023-05-26 19:25:00,89.125,87.625
2023-05-26 19:26:00,83.125,77.5
2023-05-26 19:27:00,89.9375,84.0
2023-05-26 19:28:00,89.0,89.9375
2023-05-26 19:29:00,83.875,78.4375
2023-05-26 19:30:00,90.25,84.6875
2023-05-26 19:31:00,88.5625,90.0
2023-05-26 19:32:00,83.0,79.875
2023-05-26 19:33:00,87.25,85.0
2023-05-26 19:34:00,83.75,86.5625
2023-05-26 19:35:00,79.6875,75.9375
2023-05-26 19:36:00,86.875,81.8125
2023-05-26 19:37:00,98.0,93.41666666666667
2023-05-26 19:38:00,93.66666666666667,77.33333333333333
2023-05-26 19:39:00,111.58333333333333,84.16666666666667
2023-05-26 19:40:00,122.16666666666666,92.58333333333333
2023-05-26 19:41:00,117.66666666666666,70.16666666666667
