Time,pods,cpu,cpu_limit,memory,memory_limit,rt,tp,costs
2023-03-19 17:46:00,1.0,0.0124565961782632,2.2,72990720.0,1152.0,0.0,0.0,0.001725085775
2023-03-19 17:51:00,1.0,0.0157640637879365,2.2,76386304.0,1152.0,0.0047818181818181,1.533,0.001725085775
2023-03-19 17:56:00,1.0,0.0326422742886314,2.2,77774848.0,1152.0,0.0047653846153846,4.067,0.001725085775
2023-03-19 18:01:00,1.0,0.0379301083192301,2.2,82198528.0,1152.0,0.0047285714285714,5.133,0.001725085775
2023-03-19 18:06:00,1.0,0.0292915523489476,2.2,87052288.0,1152.0,0.0046666666666666,4.6,0.001725085775
2023-03-19 18:11:00,1.0,0.01694651492633,2.2,84951040.0,1152.0,0.0048,0.6,0.001725085775
2023-03-19 18:16:00,1.0,0.0118015874118979,2.2,84733952.0,1152.0,0.0,0.0,0.001725085775
2023-03-19 18:21:00,1.0,0.0177121994806466,2.2,86208512.0,1152.0,0.0046833333333333,1.2,0.001725085775
2023-03-19 18:26:00,1.0,0.0268895895239551,2.2,85229568.0,1152.0,0.0046095238095238,3.0,0.001725085775
2023-03-19 18:31:00,1.0,0.0318941270528922,2.2,86953984.0,1152.0,0.0046809523809523,4.867,0.001725085775
2023-03-19 18:36:00,1.0,0.0228919887095673,2.2,88354816.0,1152.0,0.004578947368421,2.867,0.001725085775
2023-03-19 18:41:00,1.0,0.0158775192924839,2.2,90755072.0,1152.0,0.0045599999999999,0.733,0.001725085775
2023-03-19 18:46:00,1.0,0.0133080240047398,2.2,87707648.0,1152.0,0.0004749999999999,0.067,0.001725085775
2023-03-19 18:51:00,1.0,0.01591449274227,2.2,89055232.0,1152.0,0.0044999999999999,1.667,0.001725085775
2023-03-19 18:56:00,1.0,0.0254148672234587,2.2,87785472.0,1152.0,0.004391304347826,4.733,0.001725085775
2023-03-19 19:01:00,1.0,0.0321859528218933,2.2,88428544.0,1152.0,0.0046190476190476,5.467,0.001725085775
2023-03-19 19:06:00,1.0,0.0277499326285306,2.2,90157056.0,1152.0,0.004475,3.0,0.001725085775
2023-03-19 19:11:00,1.0,0.0190238929091667,2.2,90980352.0,1152.0,0.0044499999999999,0.733,0.001725085775
2023-03-19 19:16:00,1.0,0.0170413158986496,2.2,91688960.0,1152.0,0.0047999999999999,0.067,0.001725085775
2023-03-19 19:21:00,1.0,0.0186383846952241,2.2,93220864.0,1152.0,0.0045714285714285,1.6,0.001725085775
2023-03-19 19:26:00,1.0,0.0277085707333705,2.2,88100864.0,1152.0,0.0046719999999999,4.6,0.001725085775
2023-03-19 19:31:00,1.0,0.0324714262724813,2.2,88920064.0,1152.0,0.0043826086956521,4.933,0.001725085775
2023-03-19 19:36:00,1.0,0.0268795090169117,2.2,90230784.0,1152.0,0.0040181818181818,3.267,0.001725085775
