Time,conn-pool_jdbc_TradeDataSource,conn-pool_jms_TradeStreamerTCF
2023-05-24 19:54:00,11.5,7.0
2023-05-24 19:55:00,27.5,19.75
2023-05-24 19:56:00,43.75,35.25
2023-05-24 19:57:00,68.5,55.75
2023-05-24 19:58:00,45.79166666666667,37.125
2023-05-24 19:59:00,57.625,48.125
2023-05-24 20:00:00,62.0,54.875
2023-05-24 20:01:00,80.75,70.5
2023-05-24 20:02:00,92.625,81.875
2023-05-24 20:03:00,79.625,72.375
2023-05-24 20:04:00,89.25,81.375
2023-05-24 20:05:00,69.25,92.25
2023-05-24 20:06:00,69.66666666666666,61.666666666666664
2023-05-24 20:07:00,55.08333333333333,52.75
2023-05-24 20:08:00,67.75,61.0
2023-05-24 20:09:00,58.4,54.05
2023-05-24 20:10:00,65.3,63.35
2023-05-24 20:11:00,74.8,72.05
2023-05-24 20:12:00,75.8,71.85
2023-05-24 20:13:00,79.5,79.75
2023-05-24 20:14:00,89.3,87.7
2023-05-24 20:15:00,83.9,80.0
2023-05-24 20:16:00,84.75,85.26666666666667
2023-05-24 20:17:00,99.375,97.1875
2023-05-24 20:18:00,81.0625,76.625
2023-05-24 20:19:00,88.9375,85.0625
2023-05-24 20:20:00,99.0,90.75
2023-05-24 20:21:00,92.58333333333333,79.33333333333333
2023-05-24 20:22:00,103.0,84.16666666666667
2023-05-24 20:23:00,118.91666666666667,86.75
2023-05-24 20:24:00,105.33333333333334,66.83333333333334
2023-05-24 20:25:00,101.08333333333334,64.25
2023-05-24 20:26:00,110.0,68.875
2023-05-24 20:27:00,90.875,56.25
2023-05-24 20:28:00,101.5,70.5
2023-05-24 20:29:00,62.04166666666667,44.54166666666667
2023-05-24 20:30:00,36.083333333333336,29.5
2023-05-24 20:31:00,49.0,41.16666666666667
2023-05-24 20:32:00,52.06249999999999,44.95833333333333
2023-05-24 20:33:00,54.875,49.3125
2023-05-24 20:34:00,71.25,64.0
2023-05-24 20:35:00,80.25,74.1875
2023-05-24 20:36:00,78.4375,74.0625
2023-05-24 20:37:00,86.9375,82.6875
2023-05-24 20:38:00,90.1875,85.0625
2023-05-24 20:39:00,84.75,79.875
2023-05-24 20:40:00,92.25,87.25
2023-05-24 20:41:00,92.0,86.75
2023-05-24 20:42:00,89.375,84.6875
2023-05-24 20:43:00,97.9375,93.625
2023-05-24 20:44:00,93.0625,89.375
2023-05-24 20:45:00,87.0625,84.3125
2023-05-24 20:46:00,92.3125,88.5
2023-05-24 20:47:00,87.5625,84.25
2023-05-24 20:48:00,78.75,76.125
2023-05-24 20:49:00,89.08333333333333,87.0
2023-05-24 20:50:00,88.91666666666667,81.0
2023-05-24 20:51:00,86.83333333333333,73.66666666666667
2023-05-24 20:52:00,108.75,83.83333333333333
2023-05-24 20:53:00,106.38888888888889,74.16666666666667
2023-05-24 20:54:00,99.625,61.25
2023-05-24 20:55:00,114.0,68.625
2023-05-24 20:56:00,112.875,63.25
2023-05-24 20:57:00,78.5,43.0
2023-05-24 20:58:00,86.75,63.25
2023-05-24 20:59:00,54.75,77.25
2023-05-24 21:00:00,47.625,38.625
2023-05-24 21:01:00,47.0,40.19444444444444
