Time,conn-pool_jms_TradeStreamerTCF,conn-pool_jdbc_TradeDataSource
2023-05-25 11:25:00,9.666666666666668,13.0
2023-05-25 11:26:00,23.25,30.0
2023-05-25 11:27:00,36.5,43.5
2023-05-25 11:28:00,54.0,63.5
2023-05-25 11:29:00,68.75,80.5
2023-05-25 11:30:00,42.75,49.875
2023-05-25 11:31:00,49.5,56.25
2023-05-25 11:32:00,58.25,65.0
2023-05-25 11:33:00,73.75,82.625
2023-05-25 11:34:00,48.66666666666667,54.5
2023-05-25 11:35:00,57.5,64.0
2023-05-25 11:36:00,69.91666666666667,75.08333333333333
2023-05-25 11:37:00,69.41666666666666,75.83333333333333
2023-05-25 11:38:00,61.79166666666667,66.1875
2023-05-25 11:39:00,74.4375,77.5625
2023-05-25 11:40:00,68.1875,73.625
2023-05-25 11:41:00,79.8125,84.75
2023-05-25 11:42:00,91.9375,93.75
2023-05-25 11:43:00,82.9375,86.875
2023-05-25 11:44:00,85.125,85.625
2023-05-25 11:45:00,94.25,94.875
2023-05-25 11:46:00,81.9375,86.5625
2023-05-25 11:47:00,84.6875,88.25
2023-05-25 11:48:00,91.1875,94.9375
2023-05-25 11:49:00,81.125,86.25
2023-05-25 11:50:00,81.625,86.375
2023-05-25 11:51:00,91.625,100.4375
2023-05-25 11:52:00,77.6875,96.9375
2023-05-25 11:53:00,80.875,100.4375
2023-05-25 11:54:00,83.16666666666667,124.25
2023-05-25 11:55:00,63.083333333333336,112.5
2023-05-25 11:56:00,67.25,123.91666666666667
2023-05-25 11:57:00,73.33333333333334,132.5
2023-05-25 11:58:00,58.625,97.625
2023-05-25 11:59:00,65.875,101.625
2023-05-25 12:00:00,74.25,111.5
2023-05-25 12:01:00,80.5,101.75
2023-05-25 12:02:00,49.375,56.875
2023-05-25 12:03:00,63.375,71.5
2023-05-25 12:04:00,41.5,49.08333333333333
2023-05-25 12:05:00,54.833333333333336,61.083333333333336
2023-05-25 12:06:00,69.83333333333334,78.16666666666667
2023-05-25 12:07:00,57.5,63.75
2023-05-25 12:08:00,62.81249999999999,69.0625
2023-05-25 12:09:00,77.125,83.9375
2023-05-25 12:10:00,81.3125,88.0625
2023-05-25 12:11:00,74.625,78.0
2023-05-25 12:12:00,89.25,93.375
2023-05-25 12:13:00,85.0625,86.1875
2023-05-25 12:14:00,76.0,77.5625
2023-05-25 12:15:00,91.125,93.625
2023-05-25 12:16:00,84.1875,86.125
2023-05-25 12:17:00,77.5625,80.25
2023-05-25 12:18:00,91.1875,94.5625
2023-05-25 12:19:00,85.4375,89.5
2023-05-25 12:20:00,80.0625,87.0
2023-05-25 12:21:00,95.3125,109.5
2023-05-25 12:22:00,85.0,107.25
2023-05-25 12:23:00,72.58333333333334,101.58333333333333
2023-05-25 12:24:00,83.58333333333334,123.0
2023-05-25 12:25:00,77.0,121.83333333333333
2023-05-25 12:26:00,59.91666666666667,105.08333333333334
2023-05-25 12:27:00,67.5,117.66666666666667
2023-05-25 12:28:00,69.5,110.0
2023-05-25 12:29:00,63.625,92.75
2023-05-25 12:30:00,73.0,102.75
2023-05-25 12:31:00,69.5,93.375
2023-05-25 12:32:00,87.75,105.75
2023-05-25 12:33:00,55.625,66.625
2023-05-25 12:34:00,49.375,60.75
2023-05-25 12:35:00,58.25,69.875
2023-05-25 12:36:00,49.0,57.5
2023-05-25 12:37:00,50.333333333333336,57.83333333333333
2023-05-25 12:38:00,48.375,54.0
2023-05-25 12:39:00,56.1875,59.25
2023-05-25 12:40:00,59.4375,66.9375
2023-05-25 12:41:00,70.125,78.0
2023-05-25 12:42:00,77.375,78.3125
2023-05-25 12:43:00,78.5,83.0
2023-05-25 12:44:00,87.0,88.0625
2023-05-25 12:45:00,84.75,82.625
2023-05-25 12:46:00,80.0625,81.875
2023-05-25 12:47:00,91.0,90.3125
2023-05-25 12:48:00,87.1875,82.25
2023-05-25 12:49:00,82.8125,86.0
2023-05-25 12:50:00,91.625,95.1875
2023-05-25 12:51:00,87.875,94.0625
2023-05-25 12:52:00,80.25,98.3125
2023-05-25 12:53:00,82.5625,105.75
2023-05-25 12:54:00,77.58333333333334,98.75
2023-05-25 12:55:00,66.75,100.91666666666667
2023-05-25 12:56:00,68.83333333333334,103.25
2023-05-25 12:57:00,70.0,99.25
2023-05-25 12:58:00,59.875,96.75
2023-05-25 12:59:00,68.875,106.125
2023-05-25 13:00:00,72.375,89.75
2023-05-25 13:01:00,49.25,64.125
2023-05-25 13:02:00,59.875,71.125
2023-05-25 13:03:00,73.0,85.75
2023-05-25 13:04:00,76.125,84.75
2023-05-25 13:05:00,85.5,94.0
2023-05-25 13:06:00,105.75,115.5
2023-05-25 13:07:00,68.11111111111111,74.8611111111111
2023-05-25 13:08:00,73.33333333333334,80.5
2023-05-25 13:09:00,85.75,94.16666666666667
2023-05-25 13:10:00,80.75,88.58333333333333
2023-05-25 13:11:00,64.6875,71.9375
2023-05-25 13:12:00,77.3125,84.8125
2023-05-25 13:13:00,68.125,73.75
2023-05-25 13:14:00,70.25,75.375
