Time,thread_pool
2023-05-25 11:25:00,3.75
2023-05-25 11:26:00,4.0
2023-05-25 11:27:00,5.25
2023-05-25 11:28:00,8.25
2023-05-25 11:29:00,8.5
2023-05-25 11:30:00,6.875
2023-05-25 11:31:00,10.25
2023-05-25 11:32:00,10.875
2023-05-25 11:33:00,10.333333333333332
2023-05-25 11:34:00,9.083333333333332
2023-05-25 11:35:00,10.0
2023-05-25 11:36:00,11.5
2023-05-25 11:37:00,10.5625
2023-05-25 11:38:00,10.875
2023-05-25 11:39:00,11.1875
2023-05-25 11:40:00,9.9375
2023-05-25 11:41:00,10.5
2023-05-25 11:42:00,9.375
2023-05-25 11:43:00,10.5
2023-05-25 11:44:00,8.75
2023-05-25 11:45:00,5.875
2023-05-25 11:46:00,6.875
2023-05-25 11:47:00,5.75
2023-05-25 11:48:00,5.5
2023-05-25 11:49:00,4.75
2023-05-25 11:50:00,4.0625
2023-05-25 11:51:00,3.875
2023-05-25 11:52:00,3.5625
2023-05-25 11:53:00,3.25
2023-05-25 11:54:00,3.25
2023-05-25 11:55:00,3.4166666666666665
2023-05-25 11:56:00,3.5
2023-05-25 11:57:00,4.083333333333334
2023-05-25 11:58:00,4.125
2023-05-25 11:59:00,5.25
2023-05-25 12:00:00,6.5
2023-05-25 12:01:00,9.0
2023-05-25 12:02:00,10.875
2023-05-25 12:03:00,11.0
2023-05-25 12:04:00,9.666666666666668
2023-05-25 12:05:00,10.75
2023-05-25 12:06:00,11.0
2023-05-25 12:07:00,12.625
2023-05-25 12:08:00,11.6875
2023-05-25 12:09:00,10.0
2023-05-25 12:10:00,12.75
2023-05-25 12:11:00,11.6875
2023-05-25 12:12:00,12.0625
2023-05-25 12:13:00,9.125
2023-05-25 12:14:00,7.5625
2023-05-25 12:15:00,7.625
2023-05-25 12:16:00,6.875
2023-05-25 12:17:00,6.625
2023-05-25 12:18:00,4.625
2023-05-25 12:19:00,4.6875
2023-05-25 12:20:00,4.5
2023-05-25 12:21:00,3.75
2023-05-25 12:22:00,3.5
2023-05-25 12:23:00,3.5
2023-05-25 12:24:00,3.25
2023-05-25 12:25:00,3.416666666666667
2023-05-25 12:26:00,3.5
2023-05-25 12:27:00,3.75
2023-05-25 12:28:00,4.75
2023-05-25 12:29:00,6.25
2023-05-25 12:30:00,5.375
2023-05-25 12:31:00,8.125
2023-05-25 12:32:00,12.75
2023-05-25 12:33:00,11.375
2023-05-25 12:34:00,11.875
2023-05-25 12:35:00,13.125
2023-05-25 12:36:00,8.833333333333332
2023-05-25 12:37:00,12.333333333333334
2023-05-25 12:38:00,11.75
2023-05-25 12:39:00,12.5
2023-05-25 12:40:00,12.0625
2023-05-25 12:41:00,10.0
2023-05-25 12:42:00,11.5
2023-05-25 12:43:00,9.5625
2023-05-25 12:44:00,7.8125
2023-05-25 12:45:00,6.9375
2023-05-25 12:46:00,6.625
2023-05-25 12:47:00,6.0625
2023-05-25 12:48:00,4.9375
2023-05-25 12:49:00,4.75
2023-05-25 12:50:00,4.4375
2023-05-25 12:51:00,3.9375
2023-05-25 12:52:00,3.5
2023-05-25 12:53:00,3.125
2023-05-25 12:54:00,3.3333333333333335
2023-05-25 12:55:00,3.3333333333333335
2023-05-25 12:56:00,3.583333333333333
2023-05-25 12:57:00,4.25
2023-05-25 12:58:00,5.375
2023-05-25 12:59:00,7.125
2023-05-25 13:00:00,8.375
2023-05-25 13:01:00,10.375
2023-05-25 13:02:00,8.625
2023-05-25 13:03:00,10.75
2023-05-25 13:04:00,11.25
2023-05-25 13:05:00,15.5
2023-05-25 13:06:00,11.166666666666666
2023-05-25 13:07:00,11.25
2023-05-25 13:08:00,12.916666666666666
2023-05-25 13:09:00,12.833333333333334
2023-05-25 13:10:00,11.375
2023-05-25 13:11:00,8.625
2023-05-25 13:12:00,9.1875
2023-05-25 13:13:00,9.8125
2023-05-25 13:14:00,8.125
2023-05-25 13:15:00,8.1875
2023-05-25 13:16:00,7.5
2023-05-25 13:17:00,6.0
2023-05-25 13:18:00,5.3125
2023-05-25 13:19:00,5.625
2023-05-25 13:20:00,4.125
2023-05-25 13:21:00,4.625
2023-05-25 13:22:00,3.4375
2023-05-25 13:23:00,3.375
2023-05-25 13:24:00,3.5
2023-05-25 13:25:00,3.5
2023-05-25 13:26:00,3.75
2023-05-25 13:27:00,5.125
2023-05-25 13:28:00,5.125
2023-05-25 13:29:00,5.375
2023-05-25 13:30:00,8.625
2023-05-25 13:31:00,20.75
2023-05-25 13:32:00,11.875
2023-05-25 13:33:00,9.125
2023-05-25 13:34:00,12.375
2023-05-25 13:35:00,11.333333333333334
2023-05-25 13:36:00,10.25
2023-05-25 13:37:00,14.5
2023-05-25 13:38:00,10.0
2023-05-25 13:39:00,11.75
2023-05-25 13:40:00,12.0625
2023-05-25 13:41:00,12.1875
2023-05-25 13:42:00,11.0
2023-05-25 13:43:00,9.8125
2023-05-25 13:44:00,7.25
2023-05-25 13:45:00,6.4375
2023-05-25 13:46:00,7.125
2023-05-25 13:47:00,6.375
2023-05-25 13:48:00,5.875
2023-05-25 13:49:00,4.5
2023-05-25 13:50:00,4.3125
2023-05-25 13:51:00,3.75
2023-05-25 13:52:00,3.4375
2023-05-25 13:53:00,3.416666666666667
2023-05-25 13:54:00,3.4166666666666665
