Time,thread_pool
2023-05-25 13:55:00,3.416666666666667
2023-05-25 13:56:00,3.416666666666667
2023-05-25 13:57:00,4.625
2023-05-25 13:58:00,4.875
2023-05-25 13:59:00,6.75
2023-05-25 14:00:00,8.375
2023-05-25 14:01:00,13.0
2023-05-25 14:02:00,9.25
2023-05-25 14:03:00,10.375
2023-05-25 14:04:00,12.75
2023-05-25 14:05:00,10.666666666666666
2023-05-25 14:06:00,10.333333333333332
2023-05-25 14:07:00,12.25
2023-05-25 14:08:00,11.375
2023-05-25 14:09:00,12.5625
2023-05-25 14:10:00,11.25
2023-05-25 14:11:00,10.75
2023-05-25 14:12:00,9.6875
2023-05-25 14:13:00,10.3125
2023-05-25 14:14:00,7.75
2023-05-25 14:15:00,6.4375
2023-05-25 14:16:00,6.8125
2023-05-25 14:17:00,6.125
2023-05-25 14:18:00,5.625
2023-05-25 14:19:00,4.5625
2023-05-25 14:20:00,3.9375
2023-05-25 14:21:00,3.875
2023-05-25 14:22:00,3.5
2023-05-25 14:23:00,3.416666666666667
2023-05-25 14:24:00,3.333333333333333
2023-05-25 14:25:00,3.1666666666666665
