Time,jvm_total_MarkSweepCompact,jvm_total_Copy
2023-06-18 13:47:00,0.0,0.1111111111111111
2023-06-18 13:48:00,0.0,0.19999999999999998
2023-06-18 13:49:00,0.0,0.5111111111111111
2023-06-18 13:50:00,0.0,0.9999999999999999
2023-06-18 13:51:00,0.02222222222222222,1.5555555555555554
2023-06-18 13:52:00,0.0,1.622222222222222
2023-06-18 13:53:00,0.02222222222222222,1.8709933333333333
2023-06-18 13:54:00,0.02222222222222222,1.8666666666666663
2023-06-18 13:55:00,0.02222222222222222,2.844444444444444
2023-06-18 13:56:00,0.0,2.9777777777777774
2023-06-18 13:57:00,0.0,3.600557185619869
2023-06-18 13:58:00,0.0,4.71111111111111
2023-06-18 13:59:00,0.0,5.466666666666666
2023-06-18 14:00:00,0.02222222222222222,6.155555555555555
2023-06-18 14:01:00,0.0,6.334630422496763
2023-06-18 14:02:00,0.02222222222222222,6.822271607133156
2023-06-18 14:03:00,0.0,6.577777777777777
2023-06-18 14:04:00,0.0,6.0666666666666655
2023-06-18 14:05:00,0.0,5.800080994853863
2023-06-18 14:06:00,0.0,5.755818787151339
2023-06-18 14:07:00,0.02222222222222222,4.7333333333333325
2023-06-18 14:08:00,0.0,3.888888888888889
2023-06-18 14:09:00,0.0,3.311111111111111
2023-06-18 14:10:00,0.0,2.755555555555555
2023-06-18 14:11:00,0.0,1.844444444444444
2023-06-18 14:12:00,0.02222222222222222,1.3777160562406645
2023-06-18 14:13:00,0.0,0.8444444444444443
2023-06-18 14:14:00,0.0,0.5333333333333332
2023-06-18 14:15:00,0.0,0.28888888888888886
2023-06-18 14:16:00,0.0,0.15555555555555553
2023-06-18 14:17:00,0.0,0.08294555555555555
2023-06-18 14:18:00,0.0,0.08888888888888888
2023-06-18 14:19:00,0.0,0.2444444444444444
2023-06-18 14:20:00,0.02222222222222222,0.3555555555555555
2023-06-18 14:21:00,0.0,0.4666666666666666
2023-06-18 14:22:00,0.0,0.7333333333333333
2023-06-18 14:23:00,0.0,0.9999999999999999
2023-06-18 14:24:00,0.0,1.222222222222222
2023-06-18 14:25:00,0.0,1.3555555555555554
2023-06-18 14:26:00,0.0,1.5777777777777777
2023-06-18 14:27:00,0.02222222222222222,2.7555555555555555
2023-06-18 14:28:00,0.0,3.0666666666666664
2023-06-18 14:29:00,0.02222222222222222,4.111111111111111
2023-06-18 14:30:00,0.0,5.199999999999999
2023-06-18 14:31:00,0.0,5.710913333333332
2023-06-18 14:32:00,0.02222222222222222,6.333333333333332
2023-06-18 14:33:00,0.02222222222222222,6.511111111111109
2023-06-18 14:34:00,0.02222222222222222,5.3999999999999995
2023-06-18 14:35:00,0.0,5.088888888888889
2023-06-18 14:36:00,0.0,4.755555555555555
2023-06-18 14:37:00,0.0,4.377777777777777
2023-06-18 14:38:00,0.0,3.911111111111111
2023-06-18 14:39:00,0.0,3.4222222222222216
2023-06-18 14:40:00,0.0,2.511111111111111
2023-06-18 14:41:00,0.0,2.022222222222222
2023-06-18 14:42:00,0.0,1.4782755555555553
2023-06-18 14:43:00,0.0,0.8888888888888888
2023-06-18 14:44:00,0.0,0.5555555555555555
2023-06-18 14:45:00,0.0,0.28888888888888886
2023-06-18 14:46:00,0.0,0.17777777777777776
2023-06-18 14:47:00,0.0,0.11659888888888889
2023-06-18 14:48:00,0.0,0.1333333333333333
2023-06-18 14:49:00,0.0,0.28888888888888886
