Time,heap
2023-06-18 13:47:00,13316662.0
2023-06-18 13:48:00,16574544.0
2023-06-18 13:49:00,19732256.0
2023-06-18 13:50:00,18603406.0
2023-06-18 13:51:00,19174296.0
2023-06-18 13:52:00,22530706.0
2023-06-18 13:53:00,47157534.0
2023-06-18 13:54:00,46725748.0
2023-06-18 13:55:00,61537630.0
2023-06-18 13:56:00,55155208.0
2023-06-18 13:57:00,76558728.0
2023-06-18 13:58:00,85454904.0
2023-06-18 13:59:00,102075830.0
2023-06-18 14:00:00,108238468.0
2023-06-18 14:01:00,107462148.0
2023-06-18 14:02:00,105706070.0
2023-06-18 14:03:00,116669744.0
2023-06-18 14:04:00,119607902.0
2023-06-18 14:05:00,110402452.0
2023-06-18 14:06:00,128952930.0
2023-06-18 14:07:00,123457444.0
2023-06-18 14:08:00,121673068.0
2023-06-18 14:09:00,126302682.0
2023-06-18 14:10:00,130915086.0
2023-06-18 14:11:00,134313354.0
2023-06-18 14:12:00,111266486.0
2023-06-18 14:13:00,110720948.0
2023-06-18 14:14:00,114324304.0
2023-06-18 14:15:00,117094470.0
2023-06-18 14:16:00,116716938.0
2023-06-18 14:17:00,111225272.0
2023-06-18 14:18:00,82929792.0
2023-06-18 14:19:00,83736746.0
2023-06-18 14:20:00,92078296.0
2023-06-18 14:21:00,55882110.0
2023-06-18 14:22:00,50276218.0
2023-06-18 14:23:00,65246952.0
2023-06-18 14:24:00,67435790.0
2023-06-18 14:25:00,90193710.0
2023-06-18 14:26:00,82635600.0
2023-06-18 14:27:00,87272656.0
2023-06-18 14:28:00,115148008.0
2023-06-18 14:29:00,106504538.0
2023-06-18 14:30:00,112208640.0
2023-06-18 14:31:00,126321302.0
2023-06-18 14:32:00,131161868.0
2023-06-18 14:33:00,140287604.0
2023-06-18 14:34:00,144131464.0
2023-06-18 14:35:00,111757512.0
2023-06-18 14:36:00,128889454.0
2023-06-18 14:37:00,128448546.0
2023-06-18 14:38:00,130144978.0
2023-06-18 14:39:00,128614846.0
2023-06-18 14:40:00,125629738.0
2023-06-18 14:41:00,129944020.0
2023-06-18 14:42:00,140939001.33333334
2023-06-18 14:43:00,97831624.0
2023-06-18 14:44:00,99557458.0
2023-06-18 14:45:00,101083096.0
2023-06-18 14:46:00,101218634.0
2023-06-18 14:47:00,101599856.0
2023-06-18 14:48:00,77380102.0
2023-06-18 14:49:00,73946948.0
2023-06-18 14:50:00,80652196.0
2023-06-18 14:51:00,60049906.0
2023-06-18 14:52:00,63430220.0
2023-06-18 14:53:00,61224006.0
