Time,jvm_seconds_MarkSweepCompact,jvm_seconds_Copy
2023-06-18 13:47:00,,1.050228310502285
2023-06-18 13:48:00,,0.986394557823123
2023-06-18 13:49:00,,1.0000000000000013
2023-06-18 13:50:00,,1.0081300813008132
2023-06-18 13:51:00,1.111111111111111,0.9928213463361787
2023-06-18 13:52:00,,0.9908883826879262
2023-06-18 13:53:00,0.8333333333333328,0.9750710071007077
2023-06-18 13:54:00,1.1111111111111103,1.0059719068046065
2023-06-18 13:55:00,0.833333333333333,0.9517543859649116
2023-06-18 13:56:00,,1.0017472335468829
2023-06-18 13:57:00,,1.0219975934127097
2023-06-18 13:58:00,,1.0028675501821271
2023-06-18 13:59:00,,1.0111828634430602
2023-06-18 14:00:00,1.1111111111111103,1.0057883277574198
2023-06-18 14:01:00,,0.9897119651088052
2023-06-18 14:02:00,1.1111111111111083,1.0031207732545784
2023-06-18 14:03:00,,0.980599647266311
2023-06-18 14:04:00,,0.9972044486302624
2023-06-18 14:05:00,,1.001968237042394
2023-06-18 14:06:00,,1.001678190021706
2023-06-18 14:07:00,0.8333333333333328,0.9978340428710119
2023-06-18 14:08:00,,0.9992905645079595
2023-06-18 14:09:00,,0.997150997150991
2023-06-18 14:10:00,,0.9893220120931441
2023-06-18 14:11:00,,1.003012581959953
2023-06-18 14:12:00,0.8333333333333334,0.9814111728897777
2023-06-18 14:13:00,,1.003148897885714
2023-06-18 14:14:00,,1.0058737151248072
2023-06-18 14:15:00,,1.0139416983523977
2023-06-18 14:16:00,,1.0215053763441477
2023-06-18 14:17:00,,0.6912129629630294
2023-06-18 14:18:00,,1.0204081632652655
2023-06-18 14:19:00,,1.008403361344505
2023-06-18 14:20:00,1.111111111111109,0.9693165969316452
2023-06-18 14:21:00,,0.9994121105232617
2023-06-18 14:22:00,,1.0276172125883007
2023-06-18 14:23:00,,0.99999999999998
2023-06-18 14:24:00,,1.000157753588904
2023-06-18 14:25:00,,1.0130457933972337
2023-06-18 14:26:00,,1.0156050140701018
2023-06-18 14:27:00,1.111111111111111,0.9798072510325796
2023-06-18 14:28:00,,0.9915123456790097
2023-06-18 14:29:00,1.1111111111111105,0.9969348659003843
2023-06-18 14:30:00,,0.9972094982361949
2023-06-18 14:31:00,,1.0022239308728789
2023-06-18 14:32:00,0.8333333333333328,0.9894511197608159
2023-06-18 14:33:00,1.1111111111111105,0.9787994008526273
2023-06-18 14:34:00,1.1111111111111114,0.9981809913597098
2023-06-18 14:35:00,,0.9850033269122288
2023-06-18 14:36:00,,1.0044571792422887
2023-06-18 14:37:00,,0.9951100244498681
2023-06-18 14:38:00,,0.9919678714859422
2023-06-18 14:39:00,,0.9874999999999988
2023-06-18 14:40:00,,1.0043324143363621
2023-06-18 14:41:00,,0.9945130315500627
2023-06-18 14:42:00,,0.9018484425848379
2023-06-18 14:43:00,,1.0000000000000153
2023-06-18 14:44:00,,0.9935205183585397
2023-06-18 14:45:00,,0.9861111111110323
2023-06-18 14:46:00,,0.9629629629628479
2023-06-18 14:47:00,,0.8752538580245839
2023-06-18 14:48:00,,1.0512820512822043
2023-06-18 14:49:00,,1.006060606060608
2023-06-18 14:50:00,,0.8066344086021454
2023-06-18 14:51:00,,1.0064935064934803
2023-06-18 14:52:00,,1.0176841420519223
2023-06-18 14:53:00,,0.9714912280701902
2023-06-18 14:54:00,,1.0024875621890377
2023-06-18 14:55:00,,0.9985207100591867
2023-06-18 14:56:00,,0.9817280891917096
2023-06-18 14:57:00,,1.028816577626668
2023-06-18 14:58:00,1.1111111111111112,1.0059576510721204
2023-06-18 14:59:00,0.8333333333333324,0.9817412013760275
2023-06-18 15:00:00,,1.0072702694109534
2023-06-18 15:01:00,,1.0026421916284283
2023-06-18 15:02:00,,0.9958302673534458
2023-06-18 15:03:00,1.1111111111111096,0.9908920007663079
2023-06-18 15:04:00,,1.0033022533022693
2023-06-18 15:05:00,,1.0013296512222603
2023-06-18 15:06:00,,1.0070129300898463
2023-06-18 15:07:00,,1.000000000000009
2023-06-18 15:08:00,,0.986275878111184
2023-06-18 15:09:00,,1.006993006993011
2023-06-18 15:10:00,,1.0074231177094528
2023-06-18 15:11:00,,0.9909909909909916
2023-06-18 15:12:00,,0.9994597514856816
2023-06-18 15:13:00,,1.0083713850837255
2023-06-18 15:14:00,,0.9825870646765513
2023-06-18 15:15:00,,1.0040160642570386
2023-06-18 15:16:00,,0.8184135802468865
2023-06-18 15:17:00,,1.111093039541746
2023-06-18 15:18:00,0.8333333333333327,0.9459459459460269
2023-06-18 15:19:00,,0.9803921568625168
2023-06-18 15:20:00,,0.8018895705521493
2023-06-18 15:21:00,,0.993690851734993
2023-06-18 15:22:00,,0.9983739837398443
2023-06-18 15:23:00,,0.9923969587835263
2023-06-18 15:24:00,,1.009076348104636
2023-06-18 15:25:00,,1.0440110027506944
2023-06-18 15:26:00,1.1111111111111094,0.9952177846710715
2023-06-18 15:27:00,,1.0060212434882543
2023-06-18 15:28:00,1.1111111111111114,0.9534631120053678
2023-06-18 15:29:00,0.8333333333333329,0.9919337257466752
2023-06-18 15:30:00,,1.0046526299187928
2023-06-18 15:31:00,,0.9999999999999898
2023-06-18 15:32:00,,1.0090510535992077
2023-06-18 15:33:00,,1.0001323801959194
2023-06-18 15:34:00,,1.0019894990878926
2023-06-18 15:35:00,,1.0023843586075423
2023-06-18 15:36:00,,0.9938183547313181
2023-06-18 15:37:00,,0.997393176923936
2023-06-18 15:38:00,,0.9976976208749121
2023-06-18 15:39:00,,0.9906617945594871
2023-06-18 15:40:00,,1.0083923419879184
2023-06-18 15:41:00,,0.9952606635070748
2023-06-18 15:42:00,,0.9985935302390545
2023-06-18 15:43:00,,0.9912977676882171
2023-06-18 15:44:00,,1.0055865921787066
2023-06-18 15:45:00,,1.0169491525422971
2023-06-18 15:46:00,,1.0481099656353712
2023-06-18 15:47:00,,1.0544217687076642
2023-06-18 15:48:00,,0.9785932721708792
2023-06-18 15:49:00,,0.9963099630996552
2023-06-18 15:50:00,,0.7829192751236247
2023-06-18 15:51:00,,1.0022876571593482
2023-06-18 15:52:00,,0.9993011879804099
2023-06-18 15:53:00,,0.9986486767483814
2023-06-18 15:54:00,0.8333333333333355,1.0006224712107041
2023-06-18 15:55:00,,1.0250276700644285
2023-06-18 15:56:00,1.1111111111111107,0.9967260822117203
2023-06-18 15:57:00,0.8333333333333325,1.00377447511206
2023-06-18 15:58:00,,1.00936996644293
2023-06-18 15:59:00,0.8333333333333333,0.9984689413823119
2023-06-18 16:00:00,,1.002634764651428
2023-06-18 16:01:00,,1.0057024364955747
2023-06-18 16:02:00,,1.0112162635821973
2023-06-18 16:03:00,1.1111111111111107,0.9963334927466854
2023-06-18 16:04:00,,0.9963616008956103
2023-06-18 16:05:00,,0.9968490403895732
2023-06-18 16:06:00,,1.0126845498024442
2023-06-18 16:07:00,,0.9981279716626987
2023-06-18 16:08:00,,0.9852345485430706
2023-06-18 16:09:00,,1.028298782494252
2023-06-18 16:10:00,,0.9953986869534156
2023-06-18 16:11:00,0.8333333333333328,0.9921172746478233
2023-06-18 16:12:00,,0.9901599015989724
2023-06-18 16:13:00,,1.0038424591737651
2023-06-18 16:14:00,,1.0042735042734743
2023-06-18 16:15:00,,1.0038610038612563
2023-06-18 16:16:00,,0.7048125000004758
2023-06-18 16:17:00,,1.005291005292289
2023-06-18 16:18:00,,1.1111111111132208
2023-06-18 16:19:00,,0.9625668449197688
2023-06-18 16:20:00,,0.8886571529245046
2023-06-18 16:21:00,,0.9920634920635963
2023-06-18 16:22:00,,1.0136986301369246
2023-06-18 16:23:00,,1.0466988727857973
2023-06-18 16:24:00,,1.012602520512973
2023-06-18 16:25:00,,1.0344256868587483
2023-06-18 16:26:00,1.1111111111111092,1.0252690122113213
2023-06-18 16:27:00,0.8333333333333329,0.9725047080979093
2023-06-18 16:28:00,1.111111111111109,1.0162270676691665
2023-06-18 16:29:00,1.1111111111111107,1.0225057593478772
2023-06-18 16:30:00,,1.0037112010796487
2023-06-18 16:31:00,,0.990056204063993
2023-06-18 16:32:00,,0.9908441961514645
2023-06-18 16:33:00,,0.9975151115029219
2023-06-18 16:34:00,0.8333333333333334,0.9901240820460747
2023-06-18 16:35:00,,0.9990867579908587
2023-06-18 16:36:00,,1.004266833177223
2023-06-18 16:37:00,,0.9879575085672394
2023-06-18 16:38:00,,1.0095098756400605
2023-06-18 16:39:00,,1.009633911367977
2023-06-18 16:40:00,0.8333333333333323,0.9914529914530423
2023-06-18 16:41:00,,0.9751176866173564
2023-06-18 16:42:00,,0.9976105137395548
2023-06-18 16:43:00,,1.0157917200171016
2023-06-18 16:44:00,,1.001371742112363
2023-06-18 16:45:00,,0.9950248756220869
2023-06-18 16:46:00,,0.9661835748788543
2023-06-18 16:47:00,,0.8333333333325439
