Time,jvm_total_MarkSweepCompact,jvm_total_Copy
2023-06-19 04:54:00,0.02222222222222222,0.31111111111111106
2023-06-19 04:55:00,0.0,0.17777777777777776
2023-06-19 04:56:00,0.0,0.5111111111111111
2023-06-19 04:57:00,0.0,0.9777777777777776
2023-06-19 04:58:00,0.0,1.0888888888888886
2023-06-19 04:59:00,0.02222222222222222,2.022222222222222
2023-06-19 05:00:00,0.0,2.0888888888888886
2023-06-19 05:01:00,0.02222222222222222,2.221760246387112
2023-06-19 05:02:00,0.0,2.7777777777777777
2023-06-19 05:03:00,0.0,3.3777777777777773
2023-06-19 05:04:00,0.0,3.3777777777777773
2023-06-19 05:05:00,0.0,3.9999999999999996
2023-06-19 05:06:00,0.0,4.177777777777777
2023-06-19 05:07:00,0.0,4.3999999999999995
2023-06-19 05:08:00,0.0,4.244444444444444
2023-06-19 05:09:00,0.04444345683401725,5.355431116641729
2023-06-19 05:10:00,0.0,5.466666666666666
2023-06-19 05:11:00,0.0,5.31111111111111
2023-06-19 05:12:00,0.02222222222222222,5.111111111111111
2023-06-19 05:13:00,0.0,4.154969240677815
2023-06-19 05:14:00,0.0,3.9111111111111105
2023-06-19 05:15:00,0.0,3.3999999999999995
2023-06-19 05:16:00,0.0,2.844444444444444
2023-06-19 05:17:00,0.0,2.333333333333333
2023-06-19 05:18:00,0.0,1.7777777777777775
2023-06-19 05:19:00,0.0,1.311111111111111
2023-06-19 05:20:00,0.0,0.7333333333333333
2023-06-19 05:21:00,0.0,0.4666666666666666
2023-06-19 05:22:00,0.0,0.2222222222222222
2023-06-19 05:23:00,0.02222222222222222,0.11111111111111109
2023-06-19 05:24:00,0.0,0.06666666666666665
2023-06-19 05:25:00,0.0,0.11111111111111109
2023-06-19 05:26:00,0.0,0.14479
2023-06-19 05:27:00,0.0,0.31111111111111106
2023-06-19 05:28:00,0.0,0.4891388932120862
2023-06-19 05:29:00,0.0,0.7555555555555554
2023-06-19 05:30:00,0.0,1.0444444444444443
2023-06-19 05:31:00,0.0,1.311111111111111
2023-06-19 05:32:00,0.02222222222222222,1.5246134106512028
2023-06-19 05:33:00,0.02222222222222222,2.222222222222222
2023-06-19 05:34:00,0.0,3.555555555555555
2023-06-19 05:35:00,0.02222222222222222,4.111111111111111
2023-06-19 05:36:00,0.0,3.9111111111111105
2023-06-19 05:37:00,0.0,4.133213832471643
2023-06-19 05:38:00,0.0,4.177777777777777
2023-06-19 05:39:00,0.0,5.644444444444444
2023-06-19 05:40:00,0.0,6.5777777777777775
2023-06-19 05:41:00,0.0,6.111111111111111
2023-06-19 05:42:00,0.0,5.774860747753554
2023-06-19 05:43:00,0.0,5.133440992439169
2023-06-19 05:44:00,0.0,4.0223051962483884
2023-06-19 05:45:00,0.0,3.466666666666666
2023-06-19 05:46:00,0.0,3.1111111111111107
2023-06-19 05:47:00,0.0,2.5777777777777775
2023-06-19 05:48:00,0.02222222222222222,1.7999999999999998
2023-06-19 05:49:00,0.0,1.222222222222222
2023-06-19 05:50:00,0.0,0.6222222222222221
2023-06-19 05:51:00,0.0,0.3999999999999999
2023-06-19 05:52:00,0.0,0.17777777777777776
2023-06-19 05:53:00,0.0,0.11111111111111109
2023-06-19 05:54:00,0.0,0.06666666666666665
2023-06-19 05:55:00,0.0,0.11111111111111109
2023-06-19 05:56:00,0.0,0.17777777777777776
2023-06-19 05:57:00,0.0,0.3555555555555555
2023-06-19 05:58:00,0.0,0.4444444444444444
2023-06-19 05:59:00,0.02222222222222222,0.6
2023-06-19 06:00:00,0.0,0.8222222222222221
2023-06-19 06:01:00,0.0,1.0227676983279972
2023-06-19 06:02:00,0.0,1.0888888888888888
2023-06-19 06:03:00,0.0,1.414242222222222
2023-06-19 06:04:00,0.06666666666666665,2.2888888888888888
2023-06-19 06:05:00,0.0,6.622008917329541
2023-06-19 06:06:00,0.0,7.244609399595776
2023-06-19 06:07:00,0.0,7.357367818734134
2023-06-19 06:08:00,0.0,7.666551118814301
2023-06-19 06:09:00,0.0,8.066666666666666
2023-06-19 06:10:00,0.0,8.799999999999999
2023-06-19 06:11:00,0.0,8.199869641217077
2023-06-19 06:12:00,0.04444444444444444,6.533237043456362
2023-06-19 06:13:00,0.04444345683401725,6.018890001185131
2023-06-19 06:14:00,0.0,5.022222222222222
2023-06-19 06:15:00,0.0,4.466666666666667
2023-06-19 06:16:00,0.0,3.8666666666666663
2023-06-19 06:17:00,0.0,3.1332948165266727
2023-06-19 06:18:00,0.0,2.444444444444444
2023-06-19 06:19:00,0.0,1.8666666666666663
2023-06-19 06:20:00,0.0,1.1999999999999997
2023-06-19 06:21:00,0.0,0.7778266764464004
2023-06-19 06:22:00,0.0,0.42222222222222217
2023-06-19 06:23:00,0.0,0.19999999999999996
2023-06-19 06:24:00,0.0,0.11111111111111109
2023-06-19 06:25:00,0.0,0.17777777777777776
2023-06-19 06:26:00,0.0,0.3555555555555555
2023-06-19 06:27:00,0.0,0.6666330894043987
2023-06-19 06:28:00,0.0,1.1555555555555554
2023-06-19 06:29:00,0.02222222222222222,1.4379555555555554
2023-06-19 06:30:00,0.02222222222222222,1.3555555555555554
2023-06-19 06:31:00,0.0,1.4444444444444442
2023-06-19 06:32:00,0.0,1.7555555555555553
2023-06-19 06:33:00,0.0,1.9555555555555553
2023-06-19 06:34:00,0.0,2.0888888888888886
2023-06-19 06:35:00,0.0,2.4666854351058145
2023-06-19 06:36:00,0.06666963002474405,6.422355574915576
2023-06-19 06:37:00,0.0,8.33349927400954
2023-06-19 06:38:00,0.0,8.866666666666665
2023-06-19 06:39:00,0.0,8.622429652677457
2023-06-19 06:40:00,0.0,8.555555555555555
2023-06-19 06:41:00,0.0,7.644444444444443
2023-06-19 06:42:00,0.0,7.710957050731293
2023-06-19 06:43:00,0.02222222222222222,6.51111111111111
2023-06-19 06:44:00,0.0,5.622222222222222
2023-06-19 06:45:00,0.0,4.40006815269166
2023-06-19 06:46:00,0.0,3.453831606694023
2023-06-19 06:47:00,0.0,2.822222222222222
2023-06-19 06:48:00,0.0,2.2888888888888888
2023-06-19 06:49:00,0.0,1.7555555555555553
2023-06-19 06:50:00,0.0,1.2000449452630901
2023-06-19 06:51:00,0.0,0.7192933333333333
2023-06-19 06:52:00,0.0,0.3555555555555555
2023-06-19 06:53:00,0.0,0.19999999999999996
2023-06-19 06:54:00,0.0,0.17777777777777776
2023-06-19 06:55:00,0.0,0.15555555555555553
2023-06-19 06:56:00,0.0,0.3555555555555555
2023-06-19 06:57:00,0.0,0.3333333333333333
2023-06-19 06:58:00,0.0,0.5333333333333332
2023-06-19 06:59:00,0.02222222222222222,0.7999999999999999
2023-06-19 07:00:00,0.0,0.8666666666666666
2023-06-19 07:01:00,0.0,1.111111111111111
2023-06-19 07:02:00,0.0,1.3111693853060136
2023-06-19 07:03:00,0.02222222222222222,1.7111111111111108
2023-06-19 07:04:00,0.0,2.7777777777777777
