Time,jvm_seconds_Copy,jvm_seconds_MarkSweepCompact
2023-06-19 04:54:00,1.086587436332764,1.1111111111111116
2023-06-19 04:55:00,1.0372608257804392,
2023-06-19 04:56:00,0.996518711923415,
2023-06-19 04:57:00,1.0000000000000024,
2023-06-19 04:58:00,1.0240377935250786,
2023-06-19 04:59:00,0.9865528833721275,1.1111111111111094
2023-06-19 05:00:00,0.9761013532968625,
2023-06-19 05:01:00,1.0041627172085448,1.1111111111111105
2023-06-19 05:02:00,0.9915171742455774,
2023-06-19 05:03:00,1.0031989763275735,
2023-06-19 05:04:00,1.0063970756225689,
2023-06-19 05:05:00,0.986445038092405,
2023-06-19 05:06:00,0.9823202224870891,
2023-06-19 05:07:00,1.0095935021966784,
2023-06-19 05:08:00,1.009752507591141,
2023-06-19 05:09:00,0.988444517578145,1.1110861184907401
2023-06-19 05:10:00,0.9978467517462266,
2023-06-19 05:11:00,0.9995961227786728,
2023-06-19 05:12:00,0.9965047435623122,1.1111111111111107
2023-06-19 05:13:00,1.0062086305565572,
2023-06-19 05:14:00,1.0001869508319345,
2023-06-19 05:15:00,1.0057471264367857,
2023-06-19 05:16:00,1.0032605969400459,
2023-06-19 05:17:00,0.9998461775111352,
2023-06-19 05:18:00,1.0023724792408073,
2023-06-19 05:19:00,1.0014064697608893,
2023-06-19 05:20:00,1.0048309178743973,
2023-06-19 05:21:00,1.0014005602240998,
2023-06-19 05:22:00,0.9785932721710967,
2023-06-19 05:23:00,0.9696969696966496,1.1111111111111114
2023-06-19 05:24:00,1.111111111110484,
2023-06-19 05:25:00,1.045751633986792,
2023-06-19 05:26:00,0.862699052132711,
2023-06-19 05:27:00,0.9944751381214987,
2023-06-19 05:28:00,0.9887922813416476,
2023-06-19 05:29:00,1.000000000000008,
2023-06-19 05:30:00,1.0398136382888543,
2023-06-19 05:31:00,1.0005783689994097,
2023-06-19 05:32:00,1.0106974509479971,0.8333333333333351
2023-06-19 05:33:00,0.9951936669493898,0.8333333333333335
2023-06-19 05:34:00,1.0283000595081446,
2023-06-19 05:35:00,0.9999238443378273,1.1111111111111118
2023-06-19 05:36:00,1.0009518603388747,
2023-06-19 05:37:00,1.0236606194156441,
2023-06-19 05:38:00,1.0052853562976531,
2023-06-19 05:39:00,1.01322199025748,
2023-06-19 05:40:00,1.0072554962930886,
2023-06-19 05:41:00,1.000471286607253,
