Time,pods,cpu,cpu_limit,memory,memory_limit,rt,tp,costs
2023-03-19 17:46:00,1.0,0.0124565961782632,2.2,72990720.0,1152.0,0.0,0.0,0.001725085775
2023-03-19 17:49:00,1.0,0.0127960647604899,2.2,74784768.0,1152.0,0.0,0.0,0.001725085775
2023-03-19 17:52:00,1.0,0.0207579544997284,2.2,76058624.0,1152.0,0.0189999999999999,1.2,0.001725085775
2023-03-19 17:55:00,1.0,0.0296620925221454,2.2,77479936.0,1152.0,0.0047399999999999,3.533,0.001725085775
2023-03-19 17:58:00,1.0,0.0361898977994389,2.2,79962112.0,1152.0,0.004774193548387,4.6,0.001725085775
2023-03-19 18:01:00,1.0,0.0379301083192301,2.2,82198528.0,1152.0,0.0047285714285714,5.133,0.001725085775
2023-03-19 18:04:00,1.0,0.0334884293414585,2.2,85192704.0,1152.0,0.004627027027027,4.467,0.001725085775
2023-03-19 18:07:00,1.0,0.0278384330422018,2.2,87445504.0,1152.0,0.0045578947368421,2.867,0.001725085775
2023-03-19 18:10:00,1.0,0.0204722864665836,2.2,84434944.0,1152.0,0.0046666666666666,1.267,0.001725085775
2023-03-19 18:13:00,1.0,0.0151371922331036,2.2,84791296.0,1152.0,0.0046999999999999,0.467,0.001725085775
2023-03-19 18:16:00,1.0,0.0118015874118979,2.2,84733952.0,1152.0,0.0,0.0,0.001725085775
2023-03-19 18:19:00,1.0,0.0133952649681366,2.2,85635072.0,1152.0,0.0004749999999999,0.133,0.001725085775
2023-03-19 18:22:00,1.0,0.0219545753853543,2.2,85250048.0,1152.0,0.0046133333333333,2.0,0.001725085775
2023-03-19 18:25:00,1.0,0.0271288021391855,2.2,85012480.0,1152.0,0.0044666666666666,3.733,0.001725085775
2023-03-19 18:28:00,1.0,0.0288769467183853,2.2,85753856.0,1152.0,0.0044689655172413,5.133,0.001725085775
2023-03-19 18:31:00,1.0,0.0318941270528922,2.2,86953984.0,1152.0,0.0046809523809523,4.867,0.001725085775
2023-03-19 18:34:00,1.0,0.0280726977788234,2.2,87351296.0,1152.0,0.00435,4.467,0.001725085775
2023-03-19 18:37:00,1.0,0.0260327887968836,2.2,89157632.0,1152.0,0.0045368421052631,2.8,0.001725085775
2023-03-19 18:40:00,1.0,0.0196009139521237,2.2,90734592.0,1152.0,0.00475,1.0,0.001725085775
2023-03-19 18:43:00,1.0,0.0130181429632746,2.2,91111424.0,1152.0,0.0043999999999999,0.2,0.001725085775
2023-03-19 18:46:00,1.0,0.0133080240047398,2.2,87707648.0,1152.0,0.0004749999999999,0.067,0.001725085775
2023-03-19 18:49:00,1.0,0.0137853903628119,2.2,88694784.0,1152.0,0.000475,0.2,0.001725085775
2023-03-19 18:52:00,1.0,0.018236341449831,2.2,87711744.0,1152.0,0.0048761904761904,2.2,0.001725085775
2023-03-19 18:55:00,1.0,0.025826173570115,2.2,87625728.0,1152.0,0.0040833333333333,3.667,0.001725085775
2023-03-19 18:58:00,1.0,0.0315563324730816,2.2,87912448.0,1152.0,0.0045939393939393,4.467,0.001725085775
2023-03-19 19:01:00,1.0,0.0321859528218933,2.2,88428544.0,1152.0,0.0046190476190476,5.467,0.001725085775
2023-03-19 19:04:00,1.0,0.0296180533056308,2.2,89690112.0,1152.0,0.004475,2.8,0.001725085775
2023-03-19 19:07:00,1.0,0.0246617039025397,2.2,90353664.0,1152.0,0.0046099999999999,2.6,0.001725085775
2023-03-19 19:10:00,1.0,0.0222745518222513,2.2,90943488.0,1152.0,0.0047230769230769,1.2,0.001725085775
2023-03-19 19:13:00,1.0,0.0136410716434206,2.2,91054080.0,1152.0,0.0043999999999999,0.2,0.001725085775
2023-03-19 19:16:00,1.0,0.0170413158986496,2.2,91688960.0,1152.0,0.0047999999999999,0.067,0.001725085775
2023-03-19 19:19:00,1.0,0.0161478371321461,2.2,92430336.0,1152.0,0.0004749999999999,0.467,0.001725085775
2023-03-19 19:22:00,1.0,0.0172462174204838,2.2,92884992.0,1152.0,0.0044833333333333,1.8,0.001725085775
2023-03-19 19:25:00,1.0,0.0251016832088885,2.2,88559616.0,1152.0,0.0045739130434782,3.2,0.001725085775
2023-03-19 19:28:00,1.0,0.0304127428993951,2.2,88670208.0,1152.0,0.0045666666666666,4.733,0.001725085775
2023-03-19 19:31:00,1.0,0.0324714262724813,2.2,88920064.0,1152.0,0.0043826086956521,4.933,0.001725085775
2023-03-19 19:34:00,1.0,0.0290630827367268,2.2,89481216.0,1152.0,0.0044190476190476,4.267,0.001725085775
2023-03-19 19:37:00,1.0,0.0259551147637982,2.2,90673152.0,1152.0,0.0045157894736842,2.667,0.001725085775
2023-03-19 19:40:00,1.0,0.0195490417133835,2.2,90828800.0,1152.0,0.0047230769230769,1.4,0.001725085775
2023-03-19 19:43:00,1.0,0.0135705291740471,2.2,91496448.0,1152.0,0.0046666666666666,0.2,0.001725085775
2023-03-19 19:46:00,1.0,0.0125946052325391,2.2,93089792.0,1152.0,0.0004749999999999,0.0,0.001725085775
2023-03-19 19:49:00,1.0,0.0140631787281547,2.2,92205056.0,1152.0,0.0046,0.6,0.001725085775
2023-03-19 19:52:00,1.0,0.0198067295717097,2.2,92000256.0,1152.0,0.0046999999999999,2.533,0.001725085775
2023-03-19 19:55:00,1.0,0.0241104065648951,2.2,91979776.0,1152.0,0.0046933333333333,2.6,0.001725085775
2023-03-19 19:58:00,1.0,0.0276989053338703,2.2,88829952.0,1152.0,0.0043333333333333,3.533,0.001725085775
2023-03-19 20:01:00,1.0,0.0303478432411462,2.2,88899584.0,1152.0,0.0046159999999999,3.933,0.001725085775
2023-03-19 20:04:00,1.0,0.0288744295950869,2.2,88997888.0,1152.0,0.0045599999999999,3.467,0.001725085775
2023-03-19 20:07:00,1.0,0.0225618241958001,2.2,89550848.0,1152.0,0.0044266666666666,3.333,0.001725085775
2023-03-19 20:10:00,1.0,0.0207915432181078,2.2,89960448.0,1152.0,0.0046266666666666,1.533,0.001725085775
2023-03-19 20:13:00,1.0,0.0154512875187111,2.2,90275840.0,1152.0,0.0046999999999999,0.8,0.001725085775
2023-03-19 20:16:00,1.0,0.0130580744624706,2.2,91660288.0,1152.0,0.0,0.0,0.001725085775
2023-03-19 20:19:00,1.0,0.0136452535054106,2.2,91205632.0,1152.0,0.0038,0.333,0.001725085775
2023-03-19 20:22:00,1.0,0.020766141679376,2.2,90832896.0,1152.0,0.0048249999999999,2.067,0.001725085775
2023-03-19 20:25:00,1.0,0.0253814363343915,2.2,91541504.0,1152.0,0.004552,4.067,0.001725085775
2023-03-19 20:28:00,1.0,0.0314195195914895,2.2,92704768.0,1152.0,0.004590909090909,4.533,0.001725085775
2023-03-19 20:31:00,1.0,0.0328664626730552,2.2,89505792.0,1152.0,0.0045777777777777,5.267,0.001725085775
2023-03-19 20:34:00,1.0,0.0260924951397037,2.2,89636864.0,1152.0,0.0045757575757575,4.867,0.001725085775
2023-03-19 20:37:00,1.0,0.0235812731349777,2.2,89559040.0,1152.0,0.0044888888888888,3.333,0.001725085775
2023-03-19 20:40:00,1.0,0.0190534259137323,2.2,90296320.0,1152.0,0.0047066666666666,1.333,0.001725085775
2023-03-19 20:43:00,1.0,0.0149938689940665,2.2,90812416.0,1152.0,0.0004749999999999,0.133,0.001725085775
2023-03-19 20:46:00,1.0,0.0143680021808502,2.2,91574272.0,1152.0,0.0,0.067,0.001725085775
2023-03-19 20:49:00,1.0,0.0134556937390837,2.2,91545600.0,1152.0,0.0,0.0,0.001725085775
