Time,thread_pool
2023-05-23 18:22:00,3.0
2023-05-23 18:25:00,4.25
2023-05-23 18:28:00,5.25
2023-05-23 18:31:00,9.166666666666668
2023-05-23 18:34:00,10.15
2023-05-23 18:37:00,9.5
2023-05-23 18:40:00,8.041666666666668
2023-05-23 18:43:00,6.5
2023-05-23 18:46:00,5.15
2023-05-23 18:49:00,4.0
2023-05-23 18:52:00,3.416666666666667
2023-05-23 18:55:00,4.875
2023-05-23 18:58:00,6.5
2023-05-23 19:01:00,7.375
2023-05-23 19:04:00,10.0
2023-05-23 19:07:00,11.9375
2023-05-23 19:10:00,10.25
2023-05-23 19:13:00,7.5625
2023-05-23 19:16:00,4.9375
2023-05-23 19:19:00,4.0
2023-05-23 19:22:00,3.833333333333333
2023-05-23 19:25:00,3.375
2023-05-23 19:28:00,5.270833333333333
2023-05-23 19:31:00,5.708333333333333
2023-05-23 19:34:00,7.25
2023-05-23 19:37:00,10.4375
2023-05-23 19:40:00,11.5
2023-05-23 19:43:00,8.5
2023-05-23 19:46:00,4.8125
2023-05-23 19:49:00,4.25
2023-05-23 19:52:00,3.5833333333333335
2023-05-23 19:55:00,4.125
2023-05-23 19:58:00,7.583333333333333
2023-05-23 20:01:00,5.916666666666667
2023-05-23 20:04:00,8.625
2023-05-23 20:07:00,8.291666666666668
2023-05-23 20:10:00,8.45
2023-05-23 20:13:00,7.05
2023-05-23 20:16:00,5.5625
2023-05-23 20:19:00,4.125
2023-05-23 20:22:00,3.5
2023-05-23 20:25:00,4.875
2023-05-23 20:28:00,6.375
2023-05-23 20:31:00,8.375
2023-05-23 20:34:00,11.0
2023-05-23 20:37:00,12.5
2023-05-23 20:40:00,8.8
2023-05-23 20:43:00,6.2
2023-05-23 20:46:00,5.65
2023-05-23 20:49:00,3.833333333333333
2023-05-23 20:52:00,3.666666666666667
2023-05-23 20:55:00,4.25
2023-05-23 20:58:00,9.375
2023-05-23 21:01:00,7.428571428571429
2023-05-23 21:04:00,6.111111111111111
2023-05-23 21:07:00,6.444444444444444
2023-05-23 21:10:00,7.625
2023-05-23 21:13:00,7.05
2023-05-23 21:16:00,5.25
2023-05-23 21:19:00,4.0625
2023-05-23 21:22:00,3.583333333333333
2023-05-23 21:25:00,4.5
2023-05-23 21:28:00,6.583333333333334
2023-05-23 21:31:00,6.428571428571429
2023-05-23 21:34:00,6.75
2023-05-23 21:37:00,7.083333333333333
2023-05-23 21:40:00,7.958333333333334
2023-05-23 21:43:00,7.450000000000001
2023-05-23 21:46:00,5.9375
2023-05-23 21:49:00,3.5625
2023-05-23 21:52:00,3.416666666666667
2023-05-23 21:55:00,3.875
2023-05-23 21:58:00,6.166666666666666
2023-05-23 22:01:00,5.95
2023-05-23 22:04:00,7.7
2023-05-23 22:07:00,9.2
2023-05-23 22:10:00,7.5
2023-05-23 22:13:00,6.6
2023-05-23 22:16:00,5.375
2023-05-23 22:19:00,4.166666666666666
2023-05-23 22:22:00,3.166666666666667
2023-05-23 22:25:00,4.125
2023-05-23 22:28:00,6.25
2023-05-23 22:31:00,9.6875
2023-05-23 22:34:00,7.95
2023-05-23 22:37:00,9.85
2023-05-23 22:40:00,8.15
2023-05-23 22:43:00,7.375
2023-05-23 22:46:00,5.0
2023-05-23 22:49:00,4.0
2023-05-23 22:52:00,3.5
2023-05-23 22:55:00,3.625
2023-05-23 22:58:00,7.5
2023-05-23 23:01:00,8.166666666666666
2023-05-23 23:04:00,7.5
2023-05-23 23:07:00,7.291666666666666
2023-05-23 23:10:00,8.0
2023-05-23 23:13:00,6.8
2023-05-23 23:16:00,5.75
2023-05-23 23:19:00,4.5
2023-05-23 23:22:00,3.75
2023-05-23 23:25:00,4.0
2023-05-23 23:28:00,8.25
2023-05-23 23:31:00,6.928571428571429
2023-05-23 23:34:00,6.156249999999999
2023-05-23 23:37:00,7.125
2023-05-23 23:40:00,8.25
2023-05-23 23:43:00,6.666666666666667
2023-05-23 23:46:00,5.45
2023-05-23 23:49:00,4.25
2023-05-23 23:52:00,3.083333333333333
2023-05-23 23:55:00,3.5
2023-05-23 23:58:00,12.666666666666666
2023-05-24 00:01:00,5.321428571428571
2023-05-24 00:04:00,6.607142857142857
2023-05-24 00:07:00,7.25
2023-05-24 00:10:00,7.25
2023-05-24 00:13:00,6.25
2023-05-24 00:16:00,4.6
2023-05-24 00:19:00,4.0
2023-05-24 00:22:00,3.5
2023-05-24 00:25:00,4.125
2023-05-24 00:28:00,10.75
2023-05-24 00:31:00,7.416666666666667
2023-05-24 00:34:00,6.28125
2023-05-24 00:37:00,6.96875
2023-05-24 00:40:00,7.583333333333333
2023-05-24 00:43:00,6.5
2023-05-24 00:46:00,5.625
2023-05-24 00:49:00,4.1875
2023-05-24 00:52:00,3.0
2023-05-24 00:55:00,4.5
2023-05-24 00:58:00,7.375
2023-05-24 01:01:00,6.142857142857142
2023-05-24 01:04:00,6.892857142857142
2023-05-24 01:07:00,6.821428571428572
2023-05-24 01:10:00,8.15
2023-05-24 01:13:00,5.7
2023-05-24 01:16:00,5.05
2023-05-24 01:19:00,4.166666666666666
2023-05-24 01:22:00,3.416666666666667
2023-05-24 01:25:00,3.875
2023-05-24 01:28:00,8.25
2023-05-24 01:31:00,6.166666666666667
2023-05-24 01:34:00,6.25
2023-05-24 01:37:00,6.555555555555555
2023-05-24 01:40:00,8.458333333333334
2023-05-24 01:43:00,6.55
2023-05-24 01:46:00,5.375
2023-05-24 01:49:00,4.125
2023-05-24 01:52:00,3.25
2023-05-24 01:55:00,4.0
2023-05-24 01:58:00,4.875
2023-05-24 02:01:00,6.261904761904762
2023-05-24 02:04:00,7.0625
2023-05-24 02:07:00,7.3125
2023-05-24 02:10:00,7.416666666666666
2023-05-24 02:13:00,6.625
2023-05-24 02:16:00,4.55
2023-05-24 02:19:00,3.5625
2023-05-24 02:22:00,3.6666666666666665
2023-05-24 02:25:00,4.0
2023-05-24 02:28:00,7.875
2023-05-24 02:31:00,6.458333333333333
2023-05-24 02:34:00,8.25
2023-05-24 02:37:00,8.375
2023-05-24 02:40:00,8.1
2023-05-24 02:43:00,6.25
2023-05-24 02:46:00,5.125
2023-05-24 02:49:00,3.8749999999999996
2023-05-24 02:52:00,3.416666666666667
2023-05-24 02:55:00,3.75
2023-05-24 02:58:00,12.0
2023-05-24 03:01:00,7.333333333333334
2023-05-24 03:04:00,6.583333333333334
2023-05-24 03:07:00,6.75
2023-05-24 03:10:00,7.285714285714286
2023-05-24 03:13:00,6.85
2023-05-24 03:16:00,5.1
2023-05-24 03:19:00,4.5
2023-05-24 03:22:00,3.25
2023-05-24 03:25:00,3.5
2023-05-24 03:28:00,6.916666666666666
2023-05-24 03:31:00,6.142857142857142
2023-05-24 03:34:00,6.8125
2023-05-24 03:37:00,6.375
2023-05-24 03:40:00,8.9
2023-05-24 03:43:00,7.05
2023-05-24 03:46:00,5.55
2023-05-24 03:49:00,3.875
2023-05-24 03:52:00,3.5
2023-05-24 03:55:00,3.5
2023-05-24 03:58:00,8.875
2023-05-24 04:01:00,5.375
2023-05-24 04:04:00,7.0
2023-05-24 04:07:00,6.416666666666666
2023-05-24 04:10:00,7.3
2023-05-24 04:13:00,7.3
2023-05-24 04:16:00,4.6
