Time,jvm_total_global,jvm_total_scavenge
2023-05-25 07:18:00,0.02222222222222222,0.3555555555555555
2023-05-25 07:19:00,0.0,0.31111111111111106
2023-05-25 07:20:00,0.02222222222222222,0.4888888888888888
2023-05-25 07:21:00,0.0,0.7777777777777777
2023-05-25 07:22:00,0.02222222222222222,1.1333333333333333
2023-05-25 07:23:00,0.06666666666666665,1.2888888888888888
2023-05-25 07:24:00,0.02222222222222222,1.7333333333333332
2023-05-25 07:25:00,0.06666814824692016,2.2000725974324213
2023-05-25 07:26:00,0.04444592602469794,2.200068152691661
2023-05-25 07:27:00,0.06666666666666665,2.6666666666666665
2023-05-25 07:28:00,0.02222222222222222,2.5777777777777775
2023-05-25 07:29:00,0.06666666666666665,2.9999999999999996
2023-05-25 07:30:00,0.022221234611795034,3.066610372872317
2023-05-25 07:31:00,0.04444444444444444,2.8666666666666663
2023-05-25 07:32:00,0.02222222222222222,3.2888888888888888
2023-05-25 07:33:00,0.02222222222222222,2.9777777777777774
2023-05-25 07:34:00,0.04444444444444444,3.1333333333333333
2023-05-25 07:35:00,0.0,2.622222222222222
2023-05-25 07:36:00,0.0,2.311111111111111
2023-05-25 07:37:00,0.02222222222222222,2.133333333333333
2023-05-25 07:38:00,0.0,2.0666666666666664
2023-05-25 07:39:00,0.04444444444444444,1.6888888888888887
2023-05-25 07:40:00,0.02222222222222222,1.422222222222222
2023-05-25 07:41:00,0.04444444444444444,1.4
2023-05-25 07:42:00,0.0,1.0444444444444443
2023-05-25 07:43:00,0.0,0.6444444444444444
2023-05-25 07:44:00,0.02222222222222222,0.4666666666666666
2023-05-25 07:45:00,0.0,0.37775408039337655
2023-05-25 07:46:00,0.0,0.26665481586821915
2023-05-25 07:47:00,0.0,0.2
2023-05-25 07:48:00,0.0,0.2444444444444444
2023-05-25 07:49:00,0.0,0.33333333333333326
2023-05-25 07:50:00,0.02222222222222222,0.5555555555555555
2023-05-25 07:51:00,0.02222222222222222,0.6888888888888889
2023-05-25 07:52:00,0.02222222222222222,0.9331566666666665
2023-05-25 07:53:00,0.0,1.2666666666666666
2023-05-25 07:54:00,0.04444444444444444,1.4666666666666666
2023-05-25 07:55:00,0.02222222222222222,1.7777777777777775
2023-05-25 07:56:00,0.02222222222222222,2.0666666666666664
2023-05-25 07:57:00,0.04444444444444444,2.222222222222222
2023-05-25 07:58:00,0.0,2.711111111111111
2023-05-25 07:59:00,0.04444444444444444,2.9111111111111105
2023-05-25 08:00:00,0.04323222222222222,2.500807222222222
