Time,conn-pool_jms_TradeStreamerTCF,conn-pool_jdbc_TradeDataSource
2023-06-08 13:22:00,84.875,86.5
2023-06-08 13:23:00,86.5625,90.4375
2023-06-08 13:24:00,82.9375,85.3125
2023-06-08 13:25:00,82.875,82.625
2023-06-08 13:26:00,90.33333333333333,94.0
2023-06-08 13:27:00,84.25,94.83333333333334
2023-06-08 13:28:00,89.16666666666667,106.16666666666666
2023-06-08 13:29:00,90.91666666666667,115.66666666666666
2023-06-08 13:30:00,79.0,108.0
2023-06-08 13:31:00,75.125,103.875
2023-06-08 13:32:00,74.0,111.75
2023-06-08 13:33:00,66.5,100.5
2023-06-08 13:34:00,69.625,94.25
2023-06-08 13:35:00,74.5,104.625
2023-06-08 13:36:00,70.25,90.25
2023-06-08 13:37:00,76.0,84.375
2023-06-08 13:38:00,80.875,91.75
2023-06-08 13:39:00,58.77777777777777,65.97222222222223
2023-06-08 13:40:00,53.35416666666667,57.4375
2023-06-08 13:41:00,61.375,54.3
2023-06-08 13:42:00,53.45,57.95
2023-06-08 13:43:00,62.55,65.65
2023-06-08 13:44:00,71.8,78.25
2023-06-08 13:45:00,70.15,75.75
2023-06-08 13:46:00,74.0,76.0
2023-06-08 13:47:00,82.55,87.05
2023-06-08 13:48:00,77.45,84.05
2023-06-08 13:49:00,80.4,84.2
2023-06-08 13:50:00,86.6,92.2
2023-06-08 13:51:00,75.5,82.45
2023-06-08 13:52:00,80.375,82.9375
2023-06-08 13:53:00,86.4375,94.875
2023-06-08 13:54:00,83.6875,92.875
2023-06-08 13:55:00,79.9375,83.4375
2023-06-08 13:56:00,89.25,101.0
2023-06-08 13:57:00,79.66666666666667,94.83333333333334
2023-06-08 13:58:00,83.33333333333334,99.66666666666667
2023-06-08 13:59:00,88.58333333333334,113.08333333333334
2023-06-08 14:00:00,80.125,109.0
2023-06-08 14:01:00,80.5,106.375
2023-06-08 14:02:00,77.125,110.5
2023-06-08 14:03:00,65.75,96.5
2023-06-08 14:04:00,68.75,87.125
2023-06-08 14:05:00,70.875,94.0
2023-06-08 14:06:00,67.875,85.0
2023-06-08 14:07:00,75.25,84.0
2023-06-08 14:08:00,87.125,97.25
2023-06-08 14:09:00,80.875,60.91666666666667
2023-06-08 14:10:00,59.58333333333333,64.16666666666667
2023-06-08 14:11:00,51.99999999999999,59.62499999999999
2023-06-08 14:12:00,58.125,67.5
2023-06-08 14:13:00,53.81666666666666,59.333333333333336
2023-06-08 14:14:00,62.1,68.7
2023-06-08 14:15:00,67.7,73.35
2023-06-08 14:16:00,71.15,76.0
2023-06-08 14:17:00,76.2,82.1
2023-06-08 14:18:00,84.1,89.75
2023-06-08 14:19:00,83.2,88.35
2023-06-08 14:20:00,82.35,89.2
2023-06-08 14:21:00,86.95,91.7
2023-06-08 14:22:00,88.25,90.0625
2023-06-08 14:23:00,83.4375,88.3125
2023-06-08 14:24:00,81.1875,82.9375
2023-06-08 14:25:00,81.41666666666666,82.83333333333334
2023-06-08 14:26:00,91.66666666666667,100.33333333333334
2023-06-08 14:27:00,91.75,103.75
2023-06-08 14:28:00,83.83333333333333,102.75
2023-06-08 14:29:00,84.75,112.0
2023-06-08 14:30:00,74.5,103.5
2023-06-08 14:31:00,71.75,97.0
2023-06-08 14:32:00,72.25,105.5
2023-06-08 14:33:00,61.375,89.125
2023-06-08 14:34:00,68.0,84.625
2023-06-08 14:35:00,74.625,95.0
2023-06-08 14:36:00,75.75,92.875
2023-06-08 14:37:00,86.625,99.375
2023-06-08 14:38:00,97.625,111.5
2023-06-08 14:39:00,93.375,106.625
2023-06-08 14:40:00,72.33333333333333,77.91666666666666
2023-06-08 14:41:00,62.72916666666666,70.9375
2023-06-08 14:42:00,54.15,62.75
2023-06-08 14:43:00,63.05,69.0
2023-06-08 14:44:00,72.3,80.55
2023-06-08 14:45:00,75.3,83.0
2023-06-08 14:46:00,79.15,83.5
2023-06-08 14:47:00,83.15,87.95
2023-06-08 14:48:00,84.4,90.35
2023-06-08 14:49:00,80.85,83.25
2023-06-08 14:50:00,83.0,85.45
2023-06-08 14:51:00,83.7,88.55
2023-06-08 14:52:00,82.5,86.8125
2023-06-08 14:53:00,82.375,88.4375
2023-06-08 14:54:00,82.1875,91.75
2023-06-08 14:55:00,81.1875,90.0625
2023-06-08 14:56:00,87.75,98.41666666666667
2023-06-08 14:57:00,84.91666666666666,104.66666666666667
2023-06-08 14:58:00,87.41666666666667,112.25
2023-06-08 14:59:00,79.83333333333333,113.08333333333334
2023-06-08 15:00:00,68.0,107.25
