Time,thread_pool
2023-06-08 12:00:00,4.5
2023-06-08 12:01:00,4.75
2023-06-08 12:02:00,7.5
2023-06-08 12:03:00,8.25
2023-06-08 12:04:00,7.125
2023-06-08 12:05:00,6.1875
2023-06-08 12:06:00,5.6875
2023-06-08 12:07:00,6.875
2023-06-08 12:08:00,7.0
2023-06-08 12:09:00,8.0625
2023-06-08 12:10:00,10.625
2023-06-08 12:11:00,9.0
2023-06-08 12:12:00,11.3125
2023-06-08 12:13:00,9.8125
2023-06-08 12:14:00,11.875
2023-06-08 12:15:00,14.25
2023-06-08 12:16:00,12.0625
2023-06-08 12:17:00,9.75
2023-06-08 12:18:00,9.5
2023-06-08 12:19:00,8.6875
2023-06-08 12:20:00,6.875
2023-06-08 12:21:00,6.875
2023-06-08 12:22:00,5.6875
2023-06-08 12:23:00,5.5
2023-06-08 12:24:00,4.5
2023-06-08 12:25:00,4.0625
2023-06-08 12:26:00,4.0625
2023-06-08 12:27:00,3.666666666666667
2023-06-08 12:28:00,3.25
2023-06-08 12:29:00,3.25
2023-06-08 12:30:00,3.625
2023-06-08 12:31:00,4.25
2023-06-08 12:32:00,3.875
2023-06-08 12:33:00,4.375
2023-06-08 12:34:00,5.625
2023-06-08 12:35:00,6.25
2023-06-08 12:36:00,8.5
2023-06-08 12:37:00,12.0
2023-06-08 12:38:00,11.583333333333332
2023-06-08 12:39:00,10.6875
2023-06-08 12:40:00,10.0
2023-06-08 12:41:00,8.05
2023-06-08 12:42:00,8.45
2023-06-08 12:43:00,7.9
2023-06-08 12:44:00,9.35
2023-06-08 12:45:00,9.7
2023-06-08 12:46:00,8.9
2023-06-08 12:47:00,8.0
2023-06-08 12:48:00,7.55
2023-06-08 12:49:00,6.9
2023-06-08 12:50:00,6.85
2023-06-08 12:51:00,5.55
2023-06-08 12:52:00,5.25
2023-06-08 12:53:00,5.0625
2023-06-08 12:54:00,4.5
2023-06-08 12:55:00,3.875
2023-06-08 12:56:00,4.583333333333334
2023-06-08 12:57:00,3.6666666666666665
2023-06-08 12:58:00,3.333333333333333
2023-06-08 12:59:00,3.5
2023-06-08 13:00:00,3.625
2023-06-08 13:01:00,3.75
2023-06-08 13:02:00,3.875
2023-06-08 13:03:00,5.0
2023-06-08 13:04:00,5.375
2023-06-08 13:05:00,7.5
2023-06-08 13:06:00,9.625
2023-06-08 13:07:00,9.375
2023-06-08 13:08:00,10.416666666666668
2023-06-08 13:09:00,10.75
2023-06-08 13:10:00,9.375
2023-06-08 13:11:00,9.5625
2023-06-08 13:12:00,12.1875
2023-06-08 13:13:00,10.9375
2023-06-08 13:14:00,12.1875
2023-06-08 13:15:00,12.5
2023-06-08 13:16:00,11.375
2023-06-08 13:17:00,10.5625
2023-06-08 13:18:00,9.8125
2023-06-08 13:19:00,7.25
2023-06-08 13:20:00,7.75
2023-06-08 13:21:00,5.5625
2023-06-08 13:22:00,6.125
2023-06-08 13:23:00,6.0
2023-06-08 13:24:00,4.625
2023-06-08 13:25:00,4.0625
2023-06-08 13:26:00,3.75
2023-06-08 13:27:00,3.5
2023-06-08 13:28:00,3.416666666666667
2023-06-08 13:29:00,3.416666666666667
2023-06-08 13:30:00,3.875
2023-06-08 13:31:00,4.25
2023-06-08 13:32:00,4.125
2023-06-08 13:33:00,4.875
2023-06-08 13:34:00,5.25
2023-06-08 13:35:00,6.25
2023-06-08 13:36:00,8.5
2023-06-08 13:37:00,10.25
2023-06-08 13:38:00,8.583333333333334
2023-06-08 13:39:00,11.666666666666668
2023-06-08 13:40:00,11.625
2023-06-08 13:41:00,8.9
2023-06-08 13:42:00,8.9
2023-06-08 13:43:00,9.2
2023-06-08 13:44:00,10.05
