Time,jvm_total_Copy,jvm_total_MarkSweepCompact
2023-06-18 06:39:00,0.1111111111111111,0.0
2023-06-18 06:40:00,0.2222222222222222,0.0
2023-06-18 06:41:00,0.5333333333333332,0.0
2023-06-18 06:42:00,1.0888888888888888,0.0
2023-06-18 06:43:00,1.133333333333333,0.02222222222222222
2023-06-18 06:44:00,1.4444444444444442,0.02222222222222222
2023-06-18 06:45:00,2.2666666666666666,0.02222222222222222
2023-06-18 06:46:00,2.955555555555555,0.0
2023-06-18 06:47:00,3.9555555555555553,0.02222222222222222
2023-06-18 06:48:00,4.71111111111111,0.0
2023-06-18 06:49:00,5.333333333333332,0.02222222222222222
2023-06-18 06:50:00,5.5777777777777775,0.0
2023-06-18 06:51:00,6.155555555555555,0.0
2023-06-18 06:52:00,5.8888888888888875,0.0
2023-06-18 06:53:00,6.0,0.0
2023-06-18 06:54:00,4.888888888888888,0.0
2023-06-18 06:55:00,5.533333333333332,0.0
2023-06-18 06:56:00,5.022222222222222,0.0
2023-06-18 06:57:00,4.555555555555555,0.0
2023-06-18 06:58:00,4.111111111111111,0.02222222222222222
2023-06-18 06:59:00,3.466666666666666,0.0
2023-06-18 07:00:00,3.044444444444444,0.0
2023-06-18 07:01:00,2.621970454293013,0.0
2023-06-18 07:02:00,2.222222222222222,0.0
2023-06-18 07:03:00,1.6889185198354495,0.02222222222222222
2023-06-18 07:04:00,1.1777777777777776,0.0
2023-06-18 07:05:00,0.6888888888888889,0.0
2023-06-18 07:06:00,0.39999999999999997,0.0
2023-06-18 07:07:00,0.22222222222222218,0.0
2023-06-18 07:08:00,0.08888888888888888,0.0
2023-06-18 07:09:00,0.08888888888888888,0.0
2023-06-18 07:10:00,0.04444444444444444,0.0
2023-06-18 07:11:00,0.1333333333333333,0.0
2023-06-18 07:12:00,0.31111111111111106,0.0
2023-06-18 07:13:00,0.4888888888888888,0.0
2023-06-18 07:14:00,0.7333333333333333,0.0
2023-06-18 07:15:00,0.9999999999999999,0.0
2023-06-18 07:16:00,2.2666666666666666,0.02222222222222222
2023-06-18 07:17:00,2.61162,0.02222222222222222
2023-06-18 07:18:00,3.577777777777777,0.04444444444444444
2023-06-18 07:19:00,4.688888888888888,0.0
2023-06-18 07:20:00,5.3999999999999995,0.0
2023-06-18 07:21:00,7.333333333333332,0.02222222222222222
2023-06-18 07:22:00,6.755555555555555,0.0
2023-06-18 07:23:00,6.955377860070419,0.02221975336073769
2023-06-18 07:24:00,6.955792624201745,0.02222222222222222
2023-06-18 07:25:00,6.955555555555555,0.0
2023-06-18 07:26:00,6.133188167503591,0.02222222222222222
2023-06-18 07:27:00,5.309418744167444,0.025261631782429007
2023-06-18 07:28:00,4.488942226963384,0.0
2023-06-18 07:29:00,4.288888888888888,0.0
2023-06-18 07:30:00,3.7777777777777772,0.0
2023-06-18 07:31:00,3.1111111111111107,0.0
2023-06-18 07:32:00,2.4666666666666663,0.0
2023-06-18 07:33:00,1.7777777777777775,0.0
2023-06-18 07:34:00,1.2888888888888888,0.02222222222222222
2023-06-18 07:35:00,0.8444523460301938,0.0
2023-06-18 07:36:00,0.4888888888888889,0.0
2023-06-18 07:37:00,0.26426777777777777,0.0
2023-06-18 07:38:00,0.08888888888888888,0.0
2023-06-18 07:39:00,0.04444444444444444,0.0
2023-06-18 07:40:00,0.06666666666666665,0.0
2023-06-18 07:41:00,0.15555555555555553,0.0
2023-06-18 07:42:00,0.28888888888888886,0.0
2023-06-18 07:43:00,0.4666666666666666,0.0
2023-06-18 07:44:00,0.6888276597635767,0.0
2023-06-18 07:45:00,0.9333333333333332,0.02222222222222222
2023-06-18 07:46:00,1.2106989685719887,0.0
2023-06-18 07:47:00,1.733333333333333,0.02222222222222222
2023-06-18 07:48:00,3.320367777777778,0.0
2023-06-18 07:49:00,4.310667408855999,0.044444938282579116
2023-06-18 07:50:00,5.266666666666666,0.02222222222222222
2023-06-18 07:51:00,6.377558049105653,0.0
2023-06-18 07:52:00,6.821962523272114,0.0
2023-06-18 07:53:00,6.777777777777777,0.0
2023-06-18 07:54:00,6.867091452421525,0.0
2023-06-18 07:55:00,7.199999999999999,0.0
2023-06-18 07:56:00,5.777777777777777,0.04444444444444444
