Time,pods,cpu,cpu_limit,memory,memory_limit,rt,tp,rt_jmeter,rt_jmeter_99,rt_jmeter_95,rt_jmeter_75,rt_jmeter_50,tp_jmeter,success,failures,costs
2023-03-22 20:18:00,1.0,0.0779975409671504,2.2,94560256.0,1152.0,0.0,0.0,24.03259156998836,0.0,4.583060167657658,0.530177719228147,1.2479988290073858,3.692993492063492,1.0,0.0,0.001725085775
2023-03-22 20:19:00,1.0,0.0787900387136319,2.2,93650944.0,1152.0,0.0,0.0,28.905361076987354,2.2924432734518305,2.911775728540703,3.613685844308092,3.2833752015940267,4.986859465062089,1.0,0.0,0.001725085775
2023-03-22 20:20:00,1.0,0.082451529660546,2.2,93822976.0,1152.0,0.0,0.0,49.13006339933666,11.876335531581857,10.447536234177424,4.49128151163542,3.6781273612710015,8.8795488417327,1.0,0.0,0.001725085775
2023-03-22 20:21:00,1.0,0.0799349141344523,2.2,92934144.0,1152.0,0.0047714285714285,2.133,53.17445835108172,12.941308742488438,21.80030567127019,13.934332896848474,14.153798275423265,27.09962113134853,1.0,0.0,0.001725085775
2023-03-22 20:22:00,1.0,0.0774524688863169,2.2,93425664.0,1152.0,0.0047999999999999,0.467,48.03426172748527,10.735095888207129,32.63056712701973,14.744464356593625,5.893009516952359,40.88936203320185,1.0,0.0,0.001725085775
2023-03-22 20:23:00,1.0,0.0740337379199905,2.2,93569024.0,1152.0,0.0047888888888888,1.0,47.40450976279789,2.601196311373266,25.764230131697104,18.992861956058764,7.1729632574693625,52.57121125207857,1.0,0.0,0.001725085775
2023-03-22 20:24:00,1.0,0.0766395301124889,2.2,93618176.0,1152.0,0.0047444444444444,1.333,42.087851979298506,0.0,22.50334299929714,16.887131608756597,5.226741620743449,73.83220203314909,1.0,0.0,0.001725085775
2023-03-22 20:25:00,1.0,0.0745729609706804,2.2,93306880.0,1152.0,0.0045727272727272,3.667,34.29215138004352,3.6989219747049766,27.46733655883776,8.87709852294051,7.184256479030925,106.08890998785488,1.0,0.0,0.001725085775
2023-03-22 20:26:00,1.0,0.0775421255049707,2.2,93523968.0,1152.0,0.0051666666666666,3.6,38.843303562310055,18.22378802923789,16.842288393854396,11.538650272770068,3.137951105783622,124.615105277247,1.0,0.0,0.001725085775
2023-03-22 20:27:00,1.0,0.0851500244891069,2.2,93749248.0,1152.0,0.004913725490196,3.867,42.26619104226341,24.58356258678598,22.72685990682169,9.868030451082705,1.36253140119552,143.17009986404352,1.0,0.0,0.001725085775
2023-03-22 20:28:00,1.0,0.0924889380955019,2.2,93958144.0,1152.0,0.0047830508474576,4.0,42.05248105853681,23.493344463037907,24.49995608777697,7.803588934119796,3.653015371915429,160.58451942489495,1.0,0.0,0.001725085775
2023-03-22 20:29:00,1.0,0.0955578489582762,2.2,96342016.0,1152.0,0.0048537313432835,4.867,40.600981775775246,28.524172162287968,8.274208755807159,5.330079345299084,6.355058411168737,173.54645530777458,1.0,0.0,0.001725085775
