Time,thread_pool
2023-05-23 18:23:00,4.75
2023-05-23 18:24:00,3.9166666666666665
2023-05-23 18:25:00,4.25
2023-05-23 18:26:00,4.5
2023-05-23 18:27:00,5.25
2023-05-23 18:28:00,5.25
2023-05-23 18:29:00,7.0
2023-05-23 18:30:00,8.416666666666666
2023-05-23 18:31:00,9.166666666666668
2023-05-23 18:32:00,10.1875
2023-05-23 18:33:00,8.35
2023-05-23 18:34:00,10.15
2023-05-23 18:35:00,7.041666666666667
2023-05-23 18:36:00,9.875
2023-05-23 18:37:00,9.5
2023-05-23 18:38:00,9.041666666666668
2023-05-23 18:39:00,8.208333333333334
2023-05-23 18:40:00,8.041666666666668
2023-05-23 18:41:00,7.375
2023-05-23 18:42:00,7.25
2023-05-23 18:43:00,6.5
2023-05-23 18:44:00,6.65
2023-05-23 18:45:00,5.55
2023-05-23 18:46:00,5.15
2023-05-23 18:47:00,4.65
2023-05-23 18:48:00,3.9375
2023-05-23 18:49:00,4.0
2023-05-23 18:50:00,3.5625
2023-05-23 18:51:00,3.166666666666667
2023-05-23 18:52:00,3.416666666666667
2023-05-23 18:53:00,3.25
2023-05-23 18:54:00,3.75
2023-05-23 18:55:00,4.875
2023-05-23 18:56:00,4.416666666666667
2023-05-23 18:57:00,6.625
2023-05-23 18:58:00,6.5
2023-05-23 18:59:00,6.75
2023-05-23 19:00:00,6.8125
2023-05-23 19:01:00,7.375
2023-05-23 19:02:00,7.25
2023-05-23 19:03:00,9.625
2023-05-23 19:04:00,10.0
2023-05-23 19:05:00,10.625
2023-05-23 19:06:00,11.0
2023-05-23 19:07:00,11.9375
2023-05-23 19:08:00,10.125
2023-05-23 19:09:00,10.6875
2023-05-23 19:10:00,10.25
2023-05-23 19:11:00,11.125
2023-05-23 19:12:00,9.75
2023-05-23 19:13:00,7.5625
2023-05-23 19:14:00,6.8125
2023-05-23 19:15:00,5.375
2023-05-23 19:16:00,4.9375
2023-05-23 19:17:00,4.1875
2023-05-23 19:18:00,3.8125
2023-05-23 19:19:00,4.0
2023-05-23 19:20:00,3.833333333333333
2023-05-23 19:21:00,3.5
2023-05-23 19:22:00,3.833333333333333
2023-05-23 19:23:00,3.75
2023-05-23 19:24:00,3.875
2023-05-23 19:25:00,3.375
2023-05-23 19:26:00,5.875
2023-05-23 19:27:00,6.875
2023-05-23 19:28:00,5.270833333333333
2023-05-23 19:29:00,4.430555555555555
2023-05-23 19:30:00,4.75
2023-05-23 19:31:00,5.708333333333333
2023-05-23 19:32:00,5.625
2023-05-23 19:33:00,6.458333333333334
2023-05-23 19:34:00,7.25
2023-05-23 19:35:00,6.875
2023-05-23 19:36:00,8.041666666666666
2023-05-23 19:37:00,10.4375
2023-05-23 19:38:00,11.3125
2023-05-23 19:39:00,11.25
2023-05-23 19:40:00,11.5
2023-05-23 19:41:00,9.25
2023-05-23 19:42:00,7.25
2023-05-23 19:43:00,8.5
2023-05-23 19:44:00,6.3125
2023-05-23 19:45:00,5.625
2023-05-23 19:46:00,4.8125
2023-05-23 19:47:00,4.6875
2023-05-23 19:48:00,4.0
2023-05-23 19:49:00,4.25
2023-05-23 19:50:00,3.5
2023-05-23 19:51:00,3.666666666666667
2023-05-23 19:52:00,3.5833333333333335
2023-05-23 19:53:00,3.25
2023-05-23 19:54:00,3.125
2023-05-23 19:55:00,4.125
2023-05-23 19:56:00,5.75
2023-05-23 19:57:00,8.125
2023-05-23 19:58:00,7.583333333333333
2023-05-23 19:59:00,7.937499999999999
2023-05-23 20:00:00,5.444444444444445
2023-05-23 20:01:00,5.916666666666667
2023-05-23 20:02:00,6.25
2023-05-23 20:03:00,6.5
2023-05-23 20:04:00,8.625
2023-05-23 20:05:00,8.125
2023-05-23 20:06:00,8.208333333333332
2023-05-23 20:07:00,8.291666666666668
2023-05-23 20:08:00,9.5
2023-05-23 20:09:00,9.45
2023-05-23 20:10:00,8.45
2023-05-23 20:11:00,7.4
2023-05-23 20:12:00,7.4
2023-05-23 20:13:00,7.05
2023-05-23 20:14:00,7.3125
2023-05-23 20:15:00,5.5625
2023-05-23 20:16:00,5.5625
2023-05-23 20:17:00,4.8125
2023-05-23 20:18:00,4.4375
2023-05-23 20:19:00,4.125
2023-05-23 20:20:00,3.333333333333333
2023-05-23 20:21:00,3.333333333333333
2023-05-23 20:22:00,3.5
2023-05-23 20:23:00,3.166666666666667
2023-05-23 20:24:00,4.0
2023-05-23 20:25:00,4.875
2023-05-23 20:26:00,7.0
2023-05-23 20:27:00,6.75
2023-05-23 20:28:00,6.375
2023-05-23 20:29:00,8.416666666666666
2023-05-23 20:30:00,10.666666666666666
2023-05-23 20:31:00,8.375
2023-05-23 20:32:00,9.375
2023-05-23 20:33:00,9.5
2023-05-23 20:34:00,11.0
2023-05-23 20:35:00,11.5
2023-05-23 20:36:00,10.8125
2023-05-23 20:37:00,12.5
2023-05-23 20:38:00,12.875
2023-05-23 20:39:00,10.666666666666666
2023-05-23 20:40:00,8.8
2023-05-23 20:41:00,8.95
2023-05-23 20:42:00,7.3
2023-05-23 20:43:00,6.2
2023-05-23 20:44:00,5.7
2023-05-23 20:45:00,5.7
2023-05-23 20:46:00,5.65
2023-05-23 20:47:00,4.3
2023-05-23 20:48:00,4.125
2023-05-23 20:49:00,3.833333333333333
2023-05-23 20:50:00,3.6666666666666665
2023-05-23 20:51:00,3.416666666666667
2023-05-23 20:52:00,3.666666666666667
2023-05-23 20:53:00,3.3333333333333335
2023-05-23 20:54:00,3.375
2023-05-23 20:55:00,4.25
2023-05-23 20:56:00,4.625
2023-05-23 20:57:00,5.125
2023-05-23 20:58:00,9.375
2023-05-23 20:59:00,7.125
2023-05-23 21:00:00,7.5
2023-05-23 21:01:00,7.428571428571429
2023-05-23 21:02:00,6.638888888888889
2023-05-23 21:03:00,5.972222222222222
2023-05-23 21:04:00,6.111111111111111
2023-05-23 21:05:00,6.027777777777777
2023-05-23 21:06:00,6.611111111111111
2023-05-23 21:07:00,6.444444444444444
2023-05-23 21:08:00,6.583333333333334
2023-05-23 21:09:00,7.142857142857143
2023-05-23 21:10:00,7.625
2023-05-23 21:11:00,7.35
2023-05-23 21:12:00,7.0
2023-05-23 21:13:00,7.05
2023-05-23 21:14:00,5.95
2023-05-23 21:15:00,6.0625
2023-05-23 21:16:00,5.25
2023-05-23 21:17:00,4.9375
2023-05-23 21:18:00,4.4375
2023-05-23 21:19:00,4.0625
2023-05-23 21:20:00,3.8333333333333335
2023-05-23 21:21:00,3.75
2023-05-23 21:22:00,3.583333333333333
2023-05-23 21:23:00,3.583333333333333
2023-05-23 21:24:00,3.375
2023-05-23 21:25:00,4.5
2023-05-23 21:26:00,4.25
2023-05-23 21:27:00,10.25
2023-05-23 21:28:00,6.583333333333334
2023-05-23 21:29:00,7.375000000000001
2023-05-23 21:30:00,6.714285714285714
2023-05-23 21:31:00,6.428571428571429
