Time,jvm_seconds_global,jvm_seconds_scavenge
2023-05-23 18:23:00,0.888888888888887,0.9823677581863958
2023-05-23 18:24:00,,0.9728011885467288
2023-05-23 18:25:00,0.8333333333333307,0.9780511336227677
2023-05-23 18:26:00,0.9795321637426879,0.9698843467307896
2023-05-23 18:27:00,0.9929078014184414,1.0017956714866254
2023-05-23 18:28:00,1.1111111111111156,1.0068054443554832
2023-05-23 18:29:00,,0.9918586071428286
2023-05-23 18:30:00,0.8755760368663613,1.0032595149074865
2023-05-23 18:31:00,1.1111111111111214,0.9937558124086637
2023-05-23 18:32:00,0.9327217125382232,0.9975366103962267
2023-05-23 18:33:00,0.9278013344778924,0.9875965198167682
2023-05-23 18:34:00,0.8333194594894846,0.9881581237341401
2023-05-23 18:35:00,0.7997431715400449,0.9552646395519202
2023-05-23 18:36:00,1.1111115463379522,0.9859684225408911
2023-05-23 18:37:00,1.111056794293472,1.0008890473217478
2023-05-23 18:38:00,0.8333333333333294,0.9916303837925454
2023-05-23 18:39:00,1.111111111111108,1.0064785522791837
2023-05-23 18:40:00,0.833333333333332,1.0045522829235158
2023-05-23 18:41:00,0.9037052312739524,1.0008819556110273
2023-05-23 18:42:00,0.9577588885244303,1.0086143557388092
2023-05-23 18:43:00,,1.0126572901605264
2023-05-23 18:44:00,1.1111111111110987,1.0101632420149944
2023-05-23 18:45:00,0.9595959595959581,0.9910957067387509
2023-05-23 18:46:00,,1.0097224161114031
2023-05-23 18:47:00,,0.9965079697366384
2023-05-23 18:48:00,1.1111111111111238,1.0077285958044722
2023-05-23 18:49:00,,1.0508033000433972
2023-05-23 18:50:00,,0.9702989777961339
2023-05-23 18:51:00,,0.9656992084432645
2023-05-23 18:52:00,0.8333333333333282,0.9448653198653273
2023-05-23 18:53:00,1.111111111111108,0.9879454926624791
2023-05-23 18:54:00,,1.01084812623275
2023-05-23 18:55:00,,1.0037508584815793
2023-05-23 18:56:00,1.1111111111111112,0.9979461157424251
2023-05-23 18:57:00,0.8333333333333359,0.9991354822773703
2023-05-23 18:58:00,1.0085470085470094,0.9960411718131386
2023-05-23 18:59:00,0.6855166666666657,0.9711822738772874
2023-05-23 19:00:00,1.048109965635733,1.015097581931998
2023-05-23 19:01:00,0.8333361130090305,1.0283121366265997
2023-05-23 19:02:00,0.9030100334448224,1.0098849919209196
2023-05-23 19:03:00,1.111111111111116,0.9985470963522772
2023-05-23 19:04:00,1.1111111111111076,0.9994040733340395
2023-05-23 19:05:00,0.8759954493742933,0.9865681908692658
2023-05-23 19:06:00,0.9871794871794821,1.003399572424913
2023-05-23 19:07:00,,0.9954593084177474
2023-05-23 19:08:00,1.1111111111110963,1.0058124842052074
2023-05-23 19:09:00,0.9561752988047749,0.9980576721948348
2023-05-23 19:10:00,0.9704641350210959,0.9884143069103714
2023-05-23 19:11:00,,1.003673829009632
2023-05-23 19:12:00,1.045296167247386,1.0289160901188652
2023-05-23 19:13:00,1.111111111111105,1.0033388981636047
2023-05-23 19:14:00,0.8333333333333394,0.9947178983779731
2023-05-23 19:15:00,0.833333333333328,0.9985680910392489
2023-05-23 19:16:00,,1.0079035280697501
2023-05-23 19:17:00,,1.015227709473913
2023-05-23 19:18:00,,0.9815659445078179
2023-05-23 19:19:00,1.1111111111111045,1.0288657324230537
2023-05-23 19:20:00,,1.011412829594618
2023-05-23 19:21:00,,1.013333333333262
2023-05-23 19:22:00,1.1111111111111152,1.0238374364986713
2023-05-23 19:23:00,,1.0202020202019355
2023-05-23 19:24:00,,0.9810126582278741
2023-05-23 19:25:00,,0.9484454939000703
2023-05-23 19:26:00,1.1111111111111167,0.9872186936407212
2023-05-23 19:27:00,0.8333333333333298,0.9771712576867734
2023-05-23 19:28:00,0.8340652374366078,0.9319897021546236
2023-05-23 19:29:00,0.9552057919412908,0.9219295184148312
2023-05-23 19:30:00,0.9780405183095928,0.9835236385575594
2023-05-23 19:31:00,0.9768009768009712,1.008511134429313
2023-05-23 19:32:00,,0.9830652550153898
2023-05-23 19:33:00,0.8333333333333418,1.0129008665387098
2023-05-23 19:34:00,1.0225692320469992,1.0186257236290805
2023-05-23 19:35:00,1.1111111111111167,1.004575720229412
2023-05-23 19:36:00,1.1111162964087975,0.9944981987852088
2023-05-23 19:37:00,1.031074234239677,0.996953373257089
2023-05-23 19:38:00,,1.0442889607148198
2023-05-23 19:39:00,0.914762099086873,1.0019728338072422
2023-05-23 19:40:00,,1.0168800249748937
2023-05-23 19:41:00,1.111111111111112,0.9909497406339184
2023-05-23 19:42:00,,0.9842105934961156
2023-05-23 19:43:00,1.111219769767543,0.9942114121035048
2023-05-23 19:44:00,0.8333333333333334,1.001121890054786
2023-05-23 19:45:00,0.8333416720835951,0.998444490265689
2023-05-23 19:46:00,0.8333333333333297,0.9951398843887893
2023-05-23 19:47:00,,1.0004724781478815
2023-05-23 19:48:00,1.1111111111111238,0.9798348897008929
2023-05-23 19:49:00,1.111111111111114,1.0125786163521955
2023-05-23 19:50:00,1.111111111111098,1.010698198198179
