Time,conn-pool_jms_TradeStreamerTCF,conn-pool_jdbc_TradeDataSource
2023-05-23 18:23:00,3.333333333333333,5.0
2023-05-23 18:24:00,12.25,11.0
2023-05-23 18:25:00,15.375,23.875
2023-05-23 18:26:00,22.333333333333336,30.583333333333332
2023-05-23 18:27:00,36.75,47.75
2023-05-23 18:28:00,51.083333333333336,63.33333333333333
2023-05-23 18:29:00,60.916666666666664,73.58333333333333
2023-05-23 18:30:00,74.33333333333333,87.08333333333334
2023-05-23 18:31:00,84.16666666666666,99.16666666666666
2023-05-23 18:32:00,65.125,73.5
2023-05-23 18:33:00,58.25,64.95
2023-05-23 18:34:00,62.95,71.45
2023-05-23 18:35:00,55.45833333333333,60.166666666666664
2023-05-23 18:36:00,65.875,70.95833333333333
2023-05-23 18:37:00,70.79166666666667,77.625
2023-05-23 18:38:00,73.75,77.20833333333334
2023-05-23 18:39:00,76.08333333333333,79.41666666666666
2023-05-23 18:40:00,80.91666666666667,84.83333333333334
2023-05-23 18:41:00,81.79166666666666,81.875
2023-05-23 18:42:00,80.91666666666667,83.33333333333333
2023-05-23 18:43:00,81.375,86.29166666666667
2023-05-23 18:44:00,83.85,84.8
2023-05-23 18:45:00,83.25,86.75
2023-05-23 18:46:00,82.5,88.95
2023-05-23 18:47:00,82.5,82.6
2023-05-23 18:48:00,81.8125,87.3125
2023-05-23 18:49:00,80.4375,91.1875
2023-05-23 18:50:00,78.75,89.75
2023-05-23 18:51:00,80.75,99.75
2023-05-23 18:52:00,79.91666666666666,109.41666666666667
2023-05-23 18:53:00,76.05555555555556,108.13888888888889
2023-05-23 18:54:00,82.125,117.5
2023-05-23 18:55:00,76.375,118.0
2023-05-23 18:56:00,71.5,111.25
2023-05-23 18:57:00,35.625,53.75
2023-05-23 18:58:00,34.666666666666664,49.083333333333336
2023-05-23 18:59:00,32.5,40.875
2023-05-23 19:00:00,44.4375,51.6875
2023-05-23 19:01:00,59.1875,67.9375
2023-05-23 19:02:00,68.0,77.1875
2023-05-23 19:03:00,73.9375,81.375
2023-05-23 19:04:00,84.1875,91.625
2023-05-23 19:05:00,86.3125,92.0
2023-05-23 19:06:00,82.0,86.3125
2023-05-23 19:07:00,91.125,96.3125
2023-05-23 19:08:00,92.3125,97.5625
2023-05-23 19:09:00,88.3125,94.0
2023-05-23 19:10:00,100.375,105.9375
2023-05-23 19:11:00,100.125,104.125
2023-05-23 19:12:00,92.3125,96.0625
2023-05-23 19:13:00,101.375,104.5625
2023-05-23 19:14:00,98.25,101.5
2023-05-23 19:15:00,84.625,86.375
2023-05-23 19:16:00,90.5625,92.875
2023-05-23 19:17:00,85.0,89.0625
2023-05-23 19:18:00,75.625,81.8125
2023-05-23 19:19:00,85.4375,94.4375
2023-05-23 19:20:00,83.25,94.66666666666667
2023-05-23 19:21:00,69.66666666666667,90.25
2023-05-23 19:22:00,79.08333333333333,107.0
2023-05-23 19:23:00,80.5,112.25
2023-05-23 19:24:00,75.625,114.875
2023-05-23 19:25:00,88.25,131.625
2023-05-23 19:26:00,83.125,122.375
2023-05-23 19:27:00,41.5,60.0
2023-05-23 19:28:00,28.750000000000004,39.75
2023-05-23 19:29:00,26.6,32.55
2023-05-23 19:30:00,33.708333333333336,38.83333333333333
2023-05-23 19:31:00,48.708333333333336,56.208333333333336
2023-05-23 19:32:00,58.70833333333333,67.16666666666666
2023-05-23 19:33:00,68.04166666666667,77.375
2023-05-23 19:34:00,78.66666666666666,87.16666666666667
2023-05-23 19:35:00,79.58333333333333,88.58333333333333
2023-05-23 19:36:00,79.25,86.75
2023-05-23 19:37:00,91.1875,97.3125
2023-05-23 19:38:00,87.75,95.625
2023-05-23 19:39:00,86.0625,92.9375
2023-05-23 19:40:00,90.6875,94.25
2023-05-23 19:41:00,87.9375,93.0625
2023-05-23 19:42:00,85.375,89.375
2023-05-23 19:43:00,88.3125,89.3125
2023-05-23 19:44:00,86.0,90.375
2023-05-23 19:45:00,84.6875,87.8125
2023-05-23 19:46:00,87.0,87.9375
2023-05-23 19:47:00,82.5625,88.1875
2023-05-23 19:48:00,75.0,79.9375
2023-05-23 19:49:00,85.41666666666666,90.0
2023-05-23 19:50:00,81.83333333333334,96.25
2023-05-23 19:51:00,87.91666666666667,109.25
2023-05-23 19:52:00,85.66666666666667,110.25
2023-05-23 19:53:00,78.5,117.25
2023-05-23 19:54:00,79.125,121.125
2023-05-23 19:55:00,73.125,114.875
2023-05-23 19:56:00,85.5,123.75
2023-05-23 19:57:00,87.25,116.5
2023-05-23 19:58:00,47.125,59.0
2023-05-23 19:59:00,33.895833333333336,43.666666666666664
2023-05-23 20:00:00,28.75,35.16666666666667
2023-05-23 20:01:00,36.458333333333336,44.041666666666664
2023-05-23 20:02:00,49.541666666666664,58.625
2023-05-23 20:03:00,59.083333333333336,68.875
2023-05-23 20:04:00,67.79166666666667,77.08333333333333
2023-05-23 20:05:00,74.08333333333333,83.45833333333333
2023-05-23 20:06:00,80.41666666666667,87.20833333333333
2023-05-23 20:07:00,78.41666666666666,84.70833333333334
2023-05-23 20:08:00,83.05,90.8
2023-05-23 20:09:00,86.15,90.55
2023-05-23 20:10:00,82.2,83.5
2023-05-23 20:11:00,82.25,86.65
2023-05-23 20:12:00,84.75,88.05
2023-05-23 20:13:00,83.35,83.85
2023-05-23 20:14:00,84.25,88.625
2023-05-23 20:15:00,85.8125,87.25
2023-05-23 20:16:00,85.6875,90.75
2023-05-23 20:17:00,82.8125,87.0
2023-05-23 20:18:00,79.5625,80.5
2023-05-23 20:19:00,77.4375,82.3125
2023-05-23 20:20:00,83.58333333333334,92.83333333333333
2023-05-23 20:21:00,80.58333333333334,98.08333333333333
2023-05-23 20:22:00,81.83333333333334,110.41666666666667
2023-05-23 20:23:00,78.75,112.41666666666666
2023-05-23 20:24:00,72.375,111.5
2023-05-23 20:25:00,75.875,122.625
2023-05-23 20:26:00,86.75,130.25
2023-05-23 20:27:00,75.5,104.5
2023-05-23 20:28:00,38.5,50.5
2023-05-23 20:29:00,52.0,65.0
2023-05-23 20:30:00,42.33333333333333,49.0
2023-05-23 20:31:00,38.75,43.0
2023-05-23 20:32:00,54.625,59.75
2023-05-23 20:33:00,64.5,70.1875
2023-05-23 20:34:00,73.0625,78.625
2023-05-23 20:35:00,80.3125,86.1875
2023-05-23 20:36:00,81.75,86.0
2023-05-23 20:37:00,82.9375,85.9375
2023-05-23 20:38:00,87.0,91.875
2023-05-23 20:39:00,70.55,74.7
2023-05-23 20:40:00,74.4,74.85
2023-05-23 20:41:00,79.25,83.05
2023-05-23 20:42:00,83.6,88.35
2023-05-23 20:43:00,86.75,89.8
2023-05-23 20:44:00,90.55,95.75
2023-05-23 20:45:00,87.95,92.5
2023-05-23 20:46:00,82.95,86.6
2023-05-23 20:47:00,82.1,88.5
2023-05-23 20:48:00,82.6875,90.0
2023-05-23 20:49:00,85.5,95.16666666666667
2023-05-23 20:50:00,90.66666666666666,104.33333333333334
2023-05-23 20:51:00,80.91666666666667,105.08333333333333
2023-05-23 20:52:00,78.08333333333334,112.75
2023-05-23 20:53:00,75.41666666666667,114.66666666666666
2023-05-23 20:54:00,61.25,102.875
2023-05-23 20:55:00,60.625,103.375
2023-05-23 20:56:00,72.75,118.625
2023-05-23 20:57:00,55.25,81.25
2023-05-23 20:58:00,37.0,50.375
2023-05-23 20:59:00,48.375,44.916666666666664
2023-05-23 21:00:00,35.77083333333333,45.0625
2023-05-23 21:01:00,28.904761904761905,35.095238095238095
2023-05-23 21:02:00,33.0,39.80555555555555
2023-05-23 21:03:00,42.25,50.08333333333333
2023-05-23 21:04:00,51.833333333333336,60.91666666666667
2023-05-23 21:05:00,62.333333333333336,71.72222222222223
2023-05-23 21:06:00,68.52777777777777,78.77777777777777
2023-05-23 21:07:00,70.69444444444444,81.41666666666667
2023-05-23 21:08:00,75.75,85.55555555555554
2023-05-23 21:09:00,78.60714285714286,88.42857142857143
2023-05-23 21:10:00,80.41666666666666,89.83333333333333
2023-05-23 21:11:00,84.35,89.7
2023-05-23 21:12:00,81.4,84.95
2023-05-23 21:13:00,82.4,87.5
2023-05-23 21:14:00,85.45,87.05
2023-05-23 21:15:00,81.0625,81.9375
2023-05-23 21:16:00,85.8125,88.6875
2023-05-23 21:17:00,89.375,92.125
2023-05-23 21:18:00,83.25,86.125
2023-05-23 21:19:00,83.75,91.5625
2023-05-23 21:20:00,86.33333333333333,96.0
2023-05-23 21:21:00,75.41666666666667,98.25
2023-05-23 21:22:00,76.08333333333334,105.66666666666666
2023-05-23 21:23:00,73.08333333333334,104.66666666666667
2023-05-23 21:24:00,67.75,106.0
2023-05-23 21:25:00,70.125,110.75
2023-05-23 21:26:00,80.375,124.375
2023-05-23 21:27:00,75.75,103.0
2023-05-23 21:28:00,36.25,46.625
2023-05-23 21:29:00,33.83333333333333,43.25
2023-05-23 21:30:00,33.1875,33.25
2023-05-23 21:31:00,28.97619047619047,35.82142857142858
2023-05-23 21:32:00,32.08333333333334,40.19444444444444
2023-05-23 21:33:00,40.72222222222222,50.138888888888886
2023-05-23 21:34:00,51.75,62.333333333333336
2023-05-23 21:35:00,62.249999999999986,74.08333333333333
2023-05-23 21:36:00,69.36111111111111,81.41666666666667
2023-05-23 21:37:00,73.22222222222223,82.88888888888889
2023-05-23 21:38:00,78.22222222222221,89.36111111111113
2023-05-23 21:39:00,81.625,89.78125
2023-05-23 21:40:00,81.29166666666667,86.08333333333333
2023-05-23 21:41:00,85.70833333333333,93.83333333333334
2023-05-23 21:42:00,85.5,91.5
2023-05-23 21:43:00,79.25,80.35
2023-05-23 21:44:00,90.25,96.35
2023-05-23 21:45:00,87.3,89.65
2023-05-23 21:46:00,79.9375,84.1875
2023-05-23 21:47:00,90.0625,96.9375
2023-05-23 21:48:00,85.5625,91.3125
